ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear,ExtractGroup
G1216,GRDC,1289450,NA,NA,Morogoro Road Bridge 55223108,Ruvu,Ruvu,TZ,Tanzania,Africa,46,15916,15007,-6.6889,38.6986,-6.75,38.65,1,1, , ,12/11/1958,2/28/1989, ,0,0,,0,AF_20190502
G1264,GRDC,1593202,NA,NA,Near Chibote,Lufubu,Congo,ZM,Zambia,Africa,45,-9999,10872,-9.8666,29.55,-9.55,29.45,1,1, , ,10/01/1977,11/30/2004, ,0,0,,2017,AF_20190502
G1265,GRDC,1593710,NA,NA,Chunga Ranch,Kalungu Wa Bwiba,Congo,ZM,Zambia,Africa,45,-9999,5076,-9.93,32.13,-9.85,32.05,1,0, ,[NV] Exclude?. Catchment area seems small(5076km2) using ldd time series. Coordinates changed to match Ldd time series,10/01/1960,12/31/2004, ,0,0,,0,AF_20190502
G1269,GRDC,1593702,DFO,1301,Mbesuma Pontoon 60773245,Chambeshi,Congo,ZM,Zambia,Africa,45,13276,10758,-10,32.1667,-9.85,32.15,1,1, , ,10/04/1974,12/31/2004, ,0,0,,2017,AF_20190502
G1271,GRDC,1593730,NA,NA,Pump House,Lukupa,Congo,ZM,Zambia,Africa,45,-9999,6517,-10.1666,30.9666,-10.15,30.95,1,1, , ,5/15/1991,12/31/2004, ,0,0,,2017,AF_20190502
G1277,GRDC,1992401,NA,NA,Phewzi 65312414,South Rukuru,Zambezi,MW,Malawi,Africa,46,11132,11383,-10.9,34.05,-10.95,33.95,1,1, , ,11/01/1957,10/31/1991, ,0,0,,0,AF_20190502
G1279,GRDC,1593700,NA,NA,Old Pontoon,Chambeshi,Congo,ZM,Zambia,Africa,45,34745,30884,-10.95,31.07,-10.95,31.15,1,1, , ,01/05/1972,12/31/2004, ,0,0,,2017,AF_20190502
G1294,GRDC,1593100,NA,NA,Chembe Ferry,Luapula,Congo,ZM,Zambia,Africa,45,123072,122560,-11.9666,28.75,-11.95,28.75,0,0, ,[NV] Suggest to delete. Time series shows artefacts of series meerly fitted by joining lines to fill missing values,10/01/1956,11/30/2005, ,0,0,3/20/2019,0,AF_20190502
G1299,GRDC,1591482,NA,NA,Konikombe Hills 60334460,Kafue,Zambezi,ZM,Zambia,Africa,46,11655,716,-12.2667,26.8,-12.25,26.75,1,1, ,[NV] Exclude?. Catchment area seems small(716km2) using ldd time series and observations. Coordinates changed to match ldd time series,10/01/1967,9/30/1986, ,0,0,,0,AF_20190502
G1304,GRDC,1889100,NA,NA,Est  Nairoto Montepuz 58262047,Messalo,Messalo,MZ,Mozambique,Africa,46,10450,10327,-12.5675,39,-12.55,39.05,1,1, , ,12/01/1963,9/30/1986, ,0,0,,0,AF_20190502
G1307,GRDC,1992480,NA,NA,S53 Roadbridge 65312601,Bua,Zambezi,MW,Malawi,Africa,46,10659,10545,-12.7833,34.1833,-12.85,34.15,1,1, , ,11/01/1974,10/31/1991, ,0,0,,0,AF_20190502
G1310,GRDC,1591710,NA,NA,Katete Boma,Katete,Zambezi,ZM,Zambia,Africa,46,-9999,237,-13.15,32.8166,-13.25,32.75,0,1, ,[NV] Exclude?. Catchment area seems small(237km2) using ldd time series and observations. Coordinates changed to match ldd time series. [ZZ] Yes!,10/01/1978,2/28/2003, ,0,0,,0,AF_20190502
G1312,GRDC,1591471,NA,NA,Mpatamato,Kafue,Zambezi,ZM,Zambia,Africa,46,12001,11439,-13.25,28.1333,-13.15,28.15,1,1, , ,03/06/1952,12/31/2004, ,0,0,,0,AF_20190502
G1314,GRDC,1591470,DFO,542,Ndubeni,Kafue,Zambezi,ZM,Zambia,Africa,46,18509,18553,-13.4,27.82,-13.35,27.85,1,1, , ,04/08/1963,10/31/2005, ,0,0,,0,AF_20190502
G1315,GRDC,1591235,NA,NA,Manyinga,Manyinga,Zambezi,ZM,Zambia,Africa,46,-9999,118,-13.4333,24.3333,-13.45,24.25,1,1, ,[NV] Exclude?. Area is 5593km2. Coordinates changed to match ldd time series.,09/07/1971,12/31/2004, ,0,0,,0,AF_20190502
G1319,GRDC,1591231,NA,NA,Kabompo Pontoon 60380051,Kabompo,Zambezi,ZM,Zambia,Africa,46,42740,41852,-13.6,24.2166,-13.55,24.25,1,1, , ,6/28/1990,10/31/2005, ,0,0,,2017,AF_20190502
G1320,GRDC,1591474,NA,NA,Kafironda,Kafue,Zambezi,ZM,Zambia,Africa,46,-9999,23182,-13.6333,27.59,-13.65,27.65,1,0, , ,10/20/1959,10/31/2005, ,0,0,,0,AF_20190502
G1321,GRDC,1591406,NA,NA,Machiya Ferry 60334280,Kafue,Zambezi,ZM,Zambia,Africa,46,23065,23182,-13.65,27.6167,-13.65,27.65,1,1, , ,10/01/1962,12/31/2004, ,0,0,,2017,AF_20190502
G1323,GRDC,1591435,NA,NA,Kelongwa School 60334550,Lunga,Zambezi,ZM,Zambia,Africa,46,19779,19861,-13.7,26.3333,-13.65,26.35,1,1, , ,10/01/1968,9/30/1992, ,0,0,,0,AF_20190502
G1328,GRDC,1591002,NA,NA,Lukulu 60370030,Zambezi,Zambezi,ZM,Zambia,Africa,46,206531,210570,-14.3833,23.2333,-14.45,23.15,1,1, , ,10/01/1950,11/26/2004, ,0,0,,2017,AF_20190502
G1329,GRDC,1591405,NA,NA,Mswebi,Kafue,Zambezi,ZM,Zambia,Africa,46,50479,49997,-14.4166,27,-14.45,27.05,1,1, , ,10/01/1953,10/26/2005, ,0,0,,0,AF_20190502
G1331,GRDC,1591408,NA,NA,Lubungu 60334450,Kafue,Zambezi,ZM,Zambia,Africa,46,55669,54120,-14.5667,26.45,-14.45,26.55,1,1, , ,10/01/1971,09/07/1991, ,0,0,,0,AF_20190502
G1338,GRDC,1591404,NA,NA,Kafue Hook Bridge 60334669,Kafue,Zambezi,ZM,Zambia,Africa,46,96239,95090,-14.9333,25.9166,-14.95,25.95,1,1, , ,3/13/1973,12/31/2005, ,0,0,,2017,AF_20190502
G1339,GRDC,1591820,NA,NA,Kalabo,Luanginga,Zambezi,ZM,Zambia,Africa,46,34621,32860,-14.9666,22.6833,-14.95,22.65,1,1, , ,10/01/1958,12/31/2004, ,0,0,,2017,AF_20190502
G1340,GRDC,1591730,NA,NA,Luangwa Road Bridge 60332040,Luangwa,Zambezi,ZM,Zambia,Africa,46,142760,142698,-14.9667,30.2167,-15.15,30.25,1,1, , ,1/15/1941,9/30/1993, ,0,0,,0,AF_20190502
G1343,GRDC,1591430,NA,NA,Great North Road Bridge,Mwembeshi,Zambezi,ZM,Zambia,Africa,46,-9999,821,-15.1667,28.1667,-15.15,28.05,0,1, ,[NV] Exclude?. Area not provided but established area (800km2)seems small. Coordinates changed to match ldd time series,10/29/1959,12/31/2004, ,0,0,,0,AF_20190502
G1344,GRDC,1591800,NA,NA,Ngwerere Confluence,Chongwe,Zambezi,ZM,Zambia,Africa,46,-9999,1406,-15.2167,28.5,-15.25,28.55,1,0, ,[NV] Exclude?. Area not provided but established area (1406km2)seems small. Coordinates changed to match ldd time series,1/27/1977,11/30/2005, ,0,0,,0,AF_20190502
G1351,GRDC,1591402,NA,NA,Nyimba,Kafue,Zambezi,ZM,Zambia,Africa,46,136234,137196,-15.75,27.03,-15.75,27.45,1,1, ,data checked,06/01/1973,12/30/2005, ,0,0,,2017,AF_20190502
G1352,GRDC,1591403,NA,NA,Itezhi Tezhi,Kafue,Zambezi,ZM,Zambia,Africa,46,105672,105737,-15.7667,26.0166,-15.75,26.05,1,1, , ,09/02/1960,12/31/1991, ,0,533,,0,AF_20190502
G1353,GRDC,1591401,NA,NA,Kasaka 60334977,Kafue,Zambezi,ZM,Zambia,Africa,46,153351,150062,-15.8166,28.2166,-15.85,28.25,1,1, ,[NV] Exclude?. Timeseries shows Dam influence,10/01/1960,10/31/2004, ,0,0,,2017,AF_20190502
G1361,GRDC,1591001,NA,NA,Senanga 60370001,Zambezi,Zambezi,ZM,Zambia,Africa,46,284538,285458,-16.1167,23.25,-16.05,23.25,1,1, , ,11/01/1947,12/31/2004, ,0,0,,2017,AF_20190502
G1363,GRDC,1891500,NA,NA,Matundo Cais 58316087,Zambezi,Zambezi,MZ,Mozambique,Africa,46,940000,989851,-16.15,33.5917,-15.65,30.55,1,1, , ,10/01/1960,4/30/1990, ,0,0,,0,AF_20190502
G1372,GRDC,1255100,NA,NA,Ruacana 64740001,Cunene_ unene,Cunene,NA,Namibia,Africa,46,91815,85253,-17.4,14.2167,-17.45,14.15,1,1, ,[NV] At dam site but shows little influence,10/01/1961,2/25/2013, ,0,452,,2017,AF_20190502
G1373,GRDC,1291100,NA,NA,Katima Mulilo 64370001,Zambezi,Zambezi,NA,Namibia,Africa,46,339521,331113,-17.4833,24.3,-17.45,24.35,1,1, , ,12/30/1942,9/20/2015, ,0,0,02/01/2018,2017,AF_20190502
G1374,GRDC,1491590,NA,NA,Copper Queen C S 63341059,Munyati,Zambezi,ZW,Zimbabwe,Africa,46,37300,37614,-17.5,29.4,-17.45,29.35,1,1, , ,12/23/1955,9/30/1987, ,0,0,,0,AF_20190502
G1378,GRDC,1291200,NA,NA,Kongola,Kwando,Zambezi,NA,Namibia,Africa,46,170000,110835,-17.6833,23.34,-17.65,23.35,0,1, ,[NV] time series shows clear decreasing trend. Coordinates changed to match ldd time series.,02/05/1969,6/16/2014, ,0,0,,2017,AF_20190502
G1381,GRDC,1257100,NA,NA,Rundu 64932101,Okavango _ Cubango,Okavango,NA,Namibia,Africa,47,104058,100280,-17.9,19.7667,-17.85,19.65,1,1, , ,10/02/1945,8/24/2015, ,0,0,02/01/2018,2017,AF_20190502
G1382,GRDC,1257101,NA,NA,Mukwe 64932102,Okavango _ Cubango,Okavango,BW,Botswana,Africa,47,244572,240290,-18.0333,21.4333,-19.85,23.35,1,1, , ,10/01/1949,4/28/2014, ,0,0,,2017,AF_20190502
G1387,OKA,0,GRDC,1357100,Mohembo Mtaembo 67932112,Okavango _ Cubango,Okavango,BW,Botswana,Africa,47,410000,227861,-18.2833,21.8,-18.35,21.85,1,1, ,updated with data from http://www.okavangodata.ub.bw/ori/monitoring/water/# [NV] Provider area 410   000 seems too high by a factor of magnitude 2. Coordinates changed to match ldd times series.,12/04/1974,02/01/2010, ,0,0,08/01/2018,2017,AF_20190502
G1389,GRDC,1491210,NA,NA,Dahlia Control Section 63351138,Gwaai,Zambezi,ZW,Zimbabwe,Africa,46,20371,37564,-18.6,27.1667,-18.55,27.15,1,1, , ,12/24/1966,9/30/1990, ,0,0,,0,AF_20190502
G1391,GRDC,1258100,NA,NA,Sesfontein,Hoanib,Na,NA,Namibia,Africa,47,11000,11016,-19.1667,13.5667,-19.25,13.55,1,1, ,data checked,3/15/1977,06/10/2014, ,0,0,02/01/2018,2017,AF_20190502
G1392,GRDC,1495700,NA,NA,Condo D S G W 63422121,Save,Save,ZW,Zimbabwe,Africa,46,11174,9928,-19.2167,32.0167,-19.15,31.95,1,1, , ,10/01/1956,9/30/1990, ,0,0,,0,AF_20190502
G1398,GRDC,1357530,NA,NA,Boro Junction 67932113,Boro,Okavango,BW,Botswana,Africa,47,-9999,244821,-19.9167,23.4,-19.95,23.45,1,1, , ,10/02/1969,04/09/1991, ,0,0,,0,AF_20190502
G1399,GRDC,1357501,NA,NA,Samedupe 67922012,Boteti,Okavango,BW,Botswana,Africa,47,-9999,371768,-20.1167,23.5167,-20.15,23.55,1,1, ,data checked,10/01/1970,9/17/1991, ,0,0,,0,AF_20190502
G1400,GRDC,1357510,NA,NA,Bund 67932115,Lake,Okavango,BW,Botswana,Africa,47,-9999,125708,-20.1333,23.35,-20.15,23.25,0,0, ,[NV] Exclude?. Time series has various long gaps. Coordinates changed to match ldd time series.,10/12/1979,9/19/1990, ,0,0,,0,AF_20190502
G1403,OKA,0,GRDC,1357520,Maun Bridge 67932114,Thamalakane,Okavango,BW,Botswana,Africa,47,-9999,245272,-20.35,23.4333,-20.05,23.35,1,1, ,updated with data from http://www.okavangodata.ub.bw/ori/monitoring/water     [NV] Cords from grdc were misleading or wrong. Coordinates changed to match ldd time series.,10/01/1970,1/24/2010, ,0,0,08/01/2018,0,AF_20190502
G1404,GRDC,1258200,NA,NA,Vingerklip  64734002,Ugab,Na,NA,Namibia,Africa,47,14290,14721,-20.4167,15.4667,-20.45,15.45,1,1, ,data checked,11/16/1967,01/11/2011, ,0,0,,2017,AF_20190502
G1405,GRDC,1357500,NA,NA,Rakops 67922022,Boteti,Okavango,BW,Botswana,Africa,47,-9999,411770,-21,24.3667,-20.95,24.35,0,0, ,[NV] Exclude?. Too many gaps,10/01/1971,2/28/1991, ,0,0,,0,AF_20190502
G1406,GRDC,1258201,NA,NA,Ugab Slab  64734003,Ugab,Na,NA,Namibia,Africa,47,29139,28916,-21.0833,13.8,-21.15,13.75,1,1, ,data checked,02/12/1978,07/07/2010, ,0,0,,2017,AF_20190502
G1413,GRDC,1396100,NA,NA,Tobane D S 67536021,Motloutse,Limpopo,BW,Botswana,Africa,46,11370,11516,-21.8833,28.0167,-21.85,27.95,1,1, , ,11/11/1969,12/17/1989, ,0,0,,0,AF_20190502
G1414,GRDC,1396101,NA,NA,Tobane U S 67536031,Motloutse,Limpopo,BW,Botswana,Africa,46,11213,11381,-21.8833,28.0167,-21.55,28.05,1,1, , ,11/15/1989,9/30/1993, ,0,0,,0,AF_20190502
G1415,GRDC,1496500,NA,NA,Beitbridge Pumpstation C S 63533035,Limpopo,Limpopo,ZW,Zimbabwe,Africa,46,208784,208681,-22.2167,29.9833,-22.35,30.25,1,1, , ,12/14/1959,9/30/1990, ,0,0,,0,AF_20190502
G1417,GRDC,1196550,NA,NA,Beitbrug U S,Limpopo,Limpopo,ZA,South Africa,Africa,46,201000,195376,-22.2244,29.9869,-22.25,30.05,1,0, ,[NV] Duplicate,7/25/1955,7/14/1992, ,0,0,,0,AF_20190502
G1418,GRDC,1196551,NA,NA,Beibrug D S,Limpopo,Limpopo,ZA,South Africa,Africa,46,201001,195376,-22.2261,29.9903,-22.25,30.05,0,1, ,[NV] Exclude?. At a dam site,7/29/1992,3/13/2017, ,0,0,02/01/2018,2017,AF_20190502
G1420,GRDC,1196400,NA,NA,Botswana Oxenham Ranch,Limpopo,Limpopo,ZA,South Africa,Africa,46,98160,97645,-22.9506,27.9733,-22.75,28.15,1,1, ,data checked,09/12/1959,4/15/2002, ,0,0,,2017,AF_20190502
G1422,GRDC,1258503,NA,NA,Rooibank  64731011,Kuiseb,Na,NA,Namibia,Africa,47,14882,15477,-23.1833,14.65,-23.25,14.75,1,1, , ,02/04/1976,8/14/2013, ,0,0,,2017,AF_20190502
G1426,GRDC,1896502,NA,NA,Combomune 58510033,Limpopo,Limpopo,MZ,Mozambique,Africa,46,266350,327729,-23.4606,32.4333,-24.15,32.65,1,1, , ,02/03/1966,9/30/1993, ,0,0,,0,AF_20190502
G1427,GRDC,1258500,NA,NA,Gobabeb,Kuiseb,Na,NA,Namibia,Africa,47,11770,11883,-23.5,14.9667,-23.65,15.15,1,1, , ,02/10/1978,8/14/2013, ,0,0,,2017,AF_20190502
G1429,GRDC,1196100,NA,NA,Finale 27521009,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,42714,43157,-24.3311,30.7414,-24.25,30.85,1,1, , ,8/30/1960,12/31/2014, ,0,0,,2017,AF_20190502
G1431,GRDC,1896501,DFO,1246,Sicacate 58510036,Limpopo,Limpopo,MZ,Mozambique,Africa,46,416522,388820,-24.7444,33.5431,-24.85,33.55,1,1, , ,10/01/1970,8/31/1988, ,0,0,,0,AF_20190502
G1433,GRDC,1196102,NA,NA,Loskop Noord 27527001,Elefantes _ Olifantsrivier,Limpopo,ZA,South Africa,Africa,46,16622,15430,-24.9264,29.3894,-24.95,29.35,1,1, , ,08/06/1938,06/08/2011, ,0,0,,2017,AF_20190502
G1434,GRDC,1259350,NA,NA,Gochas,Auob,Orange,NA,Namibia,Africa,47,19600,20542,-25.0167,18.8833,-24.45,18.55,1,1, , ,1/24/1974,07/02/2012, ,0,0,,2017,AF_20190502
G1436,GRDC,1197500,NA,NA,Tenbosch 27613216,Crocodile _ Krokodilrivier,Incomati,ZA,South Africa,Africa,46,10379,9979,-25.3636,31.9556,-25.35,31.95,1,1, , ,8/25/1960,6/20/2017, ,0,0,02/01/2018,2017,AF_20190502
G1437,GRDC,1897501,NA,NA,Ressano Garcia C F  58613123,Incomati,Incomati,MZ,Mozambique,Africa,46,217773,20637,-25.4347,31.936,-25.45,31.95,1,0, ,[NV] Duplicate,10/01/1952,9/30/1992, ,0,0,,0,AF_20190502
G1441,GRDC,1259102,NA,NA,Tses 64812009,Fish,Orange,NA,Namibia,Africa,47,37950,36476,-25.9,17.9833,-26.05,17.85,1,1, , ,12/15/1975,07/09/2015, ,0,0,02/01/2018,2017,AF_20190502
G1443,GRDC,1599100,NA,NA,Siphofaneni 68632206,Usutu,Maputo,SZ,Swaziland,Africa,48,12869,12427,-26.6867,31.6808,-26.65,31.65,1,1, , ,09/01/1958,04/05/1993, ,0,0,,0,AF_20190502
G1444,GRDC,1259101,NA,NA,Seeheim 64812008,Fish,Orange,NA,Namibia,Africa,47,46852,44978,-26.8167,17.08,-26.85,17.75,1,1, , ,1/27/1961,07/10/2015, ,0,0,02/01/2018,2017,AF_20190502
G1445,GRDC,1159800,NA,NA,Elandsfontein Engelbrechtsdrift,Vaal,Orange,ZA,South Africa,Africa,47,38564,36607,-26.82,28.0631,-26.75,27.95,1,1, , ,10/29/1915,12/13/1993, ,0,0,,0,AF_20190502
G1447,GRDC,1159810,NA,NA,Slabberts 27817822,Wilge,Orange,ZA,South Africa,Africa,47,15522,15597,-27.2983,28.4956,-27.25,28.45,1,1, , ,12/12/1961,07/01/2008, ,0,0,,2017,AF_20190502
G1450,GRDC,1159400,NA,NA,Taung 27817303,Harts,Orange,ZA,South Africa,Africa,47,11044,10543,-27.5733,24.7458,-27.55,24.75,1,1, , ,11/13/1923,07/05/2017, ,0,0,02/01/2018,2017,AF_20190502
G1453,GRDC,1259100,NA,NA,Ai Ais 64812014,Fish,Orange,NA,Namibia,Africa,47,63940,60457,-27.9167,17.4833,-27.95,17.45,1,1, , ,1/29/1976,07/11/2015, ,0,0,02/01/2018,2017,AF_20190502
G1454,GRDC,1159300,NA,NA,Upington,Orange,Orange,ZA,South Africa,Africa,47,364560,313982,-28.4578,21.2392,-28.75,20.85,1,1, , ,10/01/1942,3/28/2017, ,0,0,02/01/2018,2017,AF_20190502
G1455,GRDC,1159500,NA,NA,De Hoop 65,Vaal,Orange,ZA,South Africa,Africa,47,120982,110883,-28.4989,24.6031,-28.55,24.55,1,0, , ,1/20/1914,8/14/2001, ,0,0,,0,AF_20190502
G1457,GRDC,1159100,NA,NA,Vioolsdrif 27811003,Orange,Orange,ZA,South Africa,Africa,47,866486,734698,-28.7578,17.7214,-28.75,17.65,1,1, , ,11/01/1935,6/19/2017, ,0,0,02/01/2018,2017,AF_20190502
G1459,GRDC,1160880,NA,NA,Mandini 27661102,Tugela,Tugela,ZA,South Africa,Africa,48,28920,27578,-29.1403,31.3925,-29.25,31.45,1,1, , ,06/01/1959,02/12/2017, ,0,0,02/01/2018,2017,AF_20190502
G1460,GRDC,1159302,NA,NA,Marksdrift 27815208,Orange,Orange,ZA,South Africa,Africa,47,99316,89613,-29.1619,23.6958,-29.15,23.65,1,1, ,[NV] Exclude?. At a dam site period oct 31 1988 nov 21 1990 filled with zeros which is not consistent,8/14/1962,12/31/2014, ,0,0,,2017,AF_20190502
G1465,GRDC,1159301,NA,NA,Prieska 27815102,Orange,Orange,ZA,South Africa,Africa,47,339310,290367,-29.6517,22.7458,-29.65,22.75,1,1, , ,7/29/1971,7/17/2017, ,0,0,02/01/2018,2017,AF_20190502
G1466,GRDC,1159303,NA,NA,Vluytjeskraal 27815205,Orange,Orange,ZA,South Africa,Africa,47,92346,88610,-29.8147,24.4375,-29.35,23.85,0,0, ,[NV] Suggest to delete. Constant cut off peak flow. Does not seem realistic,8/24/1922,6/29/1989, ,0,0,,0,AF_20190502
G1469,GRDC,1259151,NA,NA,Whitehall 66819304,Orange,Orange,LS,Lesotho,Africa,47,10774,10434,-30.0633,28.5083,-30.05,28.25,1,1, , ,10/01/1980,9/30/1990, ,0,0,,0,AF_20190502
G1471,GRDC,1159651,NA,NA,Oranjedraai 27819109,Orange,Orange,ZA,South Africa,Africa,47,24745,24542,-30.3364,27.3583,-30.55,27.15,1,1, , ,10/21/1960,07/05/2017, ,0,0,02/01/2018,2017,AF_20190502
G1472,GRDC,1259150,NA,NA,Seaka Bridge 66819303,Orange,Orange,LS,Lesotho,Africa,47,19756,19972,-30.3633,27.575,-30.35,27.45,1,1, , ,11/22/1975,9/30/1989, ,0,0,,0,AF_20190502
G1473,GRDC,1159130,NA,NA,Hol Pads Leegte 27814016,Sak,Orange,ZA,South Africa,Africa,47,40073,39235,-30.4744,20.5192,-29.75,21.05,1,1, , ,3/19/1973,10/13/2014, ,0,0,02/01/2018,2017,AF_20190502
G1475,GRDC,1159650,NA,NA,Aliwal Noord 27819103,Orange,Orange,ZA,South Africa,Africa,47,37070,35209,-30.6781,26.7164,-30.65,26.55,1,1, , ,1/25/1914,07/05/2017, ,0,0,02/01/2018,2017,AF_20190502
G1476,GRDC,1159131,NA,NA,Windhoek 27814013,Sak,Orange,ZA,South Africa,Africa,47,13116,12788,-31.3661,21.3222,-31.35,21.25,1,1, , ,12/29/1958,3/30/1998, ,0,0,,0,AF_20190502
G1488,GRDC,1160510,NA,NA,Brandt Legte Piggot S Bridge,Great Fish _ Groot Vis,Groot Vis,ZA,South Africa,Africa,48,23067,21869,-33.0981,26.4447,-33.15,26.55,1,1, , ,10/10/1935,08/02/2017, ,0,0,02/01/2018,2017,AF_20190502
G1490,GRDC,1160580,NA,NA,Matolema S Location Outspan,Great Fish _ Groot Vis,Groot Vis,ZA,South Africa,Africa,48,29745,28205,-33.2378,26.9947,-33.45,27.05,1,1, , ,10/29/1969,06/06/2017, ,0,0,02/01/2018,2017,AF_20190502
G1493,GRDC,1160460,NA,NA,Grootrivierspoort 27691206,Grootrivier (Za Eastern Cape),Na,ZA,South Africa,Africa,48,29571,31189,-33.7308,24.6178,-33.75,24.65,1,1, , ,3/19/1964,6/25/2017, ,0,46,02/01/2018,2017,AF_20190502
G1603,National Agency,0,NA,NA,Gambella,Baro,Nile,ET,Ethiopia,Africa,43,20740,21475,8.25,34.57,8.25,34.95,1,1, ,[NV] Coordinates Changed to match LDD time series,01/01/1992,12/31/2008, ,0,0,,2017,AF_20190502
G1604,National Agency,0,SWALIM,NA,Luuq,Juba,Juba Shabelle,SO,Somalia,Africa,43,168925,171144,3.75,42.55,3.85,42.55,1,1, ,River_Gauge_Stations\Discharge_hydrographs\Long term 10 Day Flow Statistics (Luuq 1936   1989).pdf  station functioning for swalim,3/25/1951,6/30/2014, ,0,0,,2017,AF_20190502
G1605,National Agency,0,SWALIM,NA,Bardheere,Juba,Juba Shabelle,SO,Somalia,Africa,43,200822,200320,2.35,42.25,2.35,42.25,1,1, ,River_Gauge_Stations\Discharge_hydrographs\Long term 10 Day Flow Statistics (Bardheere 1936   1989).pdf  station FUNCTIONING for SWALIM. From 2002 untill 2008 data comes from National Agency  else Swalim,1/24/1963,12/31/2008, ,0,0,,2017,AF_20190502
G1606,National Agency,0,SWALIM,NA,Beletweyne,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,197537,196780,4.75,45.25,4.65,45.25,0,1, ,River_Gauge_Stations\Discharge_hydrographs\Long term 10 Day Flow Statistics (Belet Weyne 1936   1989).pdf  station Functioning,4/13/1954,6/30/2014, ,0,0,,2017,AF_20190502
G1607,National Agency,0,SWALIM,NA,Bulo Burti,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,210015,210122,3.85,45.55,3.85,45.55,1,1, ,station FUNCTIONING for SWALIM,01/01/1963,6/30/2014, ,0,0,,2017,AF_20190502
G1608,DWA,0,NA,NA,Orange Rivier At Vioolsdrif,Orange,Orange,ZA,South Africa,Africa,47,851580,735613,-28.76507,17.6266,-28.75,17.55,1,1, , ,10/01/1979,11/30/2013, ,0,0,,2017,AF_20190502
G1609,DWA,0,NA,NA,Orange River At Goodhouse,Orange,Orange,ZA,South Africa,Africa,47,833200,729008,-28.89729,18.23717,-28.95,18.15,1,1, , ,9/23/1971,5/31/1998, ,0,0,,0,AF_20190502
G1610,DWA,0,NA,NA,Orange River At Pella Mission,Orange,Orange,ZA,South Africa,Africa,47,821850,715309,-28.9634,19.15192,-28.95,19.05,1,1, , ,12/01/1979,11/30/2013, ,0,0,,2017,AF_20190502
G1611,DWA,0,NA,NA,Orange River At Onseepkans,Orange,Orange,ZA,South Africa,Africa,47,818300,711579,-28.73592,19.30554,-28.85,19.25,1,1, , ,11/12/1971,11/30/2013, ,0,0,,2017,AF_20190502
G1612,DWA,0,NA,NA,Orange River At Kakamas South,Orange,Orange,ZA,South Africa,Africa,47,462870,390212,-28.64148,20.42835,-28.55,20.25,0,0, ,[NV] Delete.  Series has constant cutoff peak that does not seem realistic,08/01/1930,1/31/1989, ,0,0,,0,AF_20190502
G1613,DWA,0,NA,NA,Orange River At Kakamas,Orange,Orange,ZA,South Africa,Africa,47,368830,388186,-28.75806,20.62283,-28.75,20.55,1,1, , ,11/01/1965,04/03/2007, ,0,0,,2017,AF_20190502
G1614,DWA,0,NA,NA,Orange River At Kakamas South Neusberg,Orange,Orange,ZA,South Africa,Africa,47,368549,314995,-28.77466,20.72243,-28.75,20.65,1,1, , ,08/01/1993,7/31/2013, ,0,0,,2017,AF_20190502
G1615,DWA,0,NA,NA,Orange River At Kanon Island,Orange,Orange,ZA,South Africa,Africa,47,365355,388186,-28.61843,21.09226,-28.75,20.55,1,0, ,[NV] Duplicate,09/01/1971,1/31/1989, ,0,0,,0,AF_20190502
G1616,DWA,0,NA,NA,Orange River At Kanon Island,Orange,Orange,ZA,South Africa,Africa,47,365355,388186,-28.61843,21.09226,-28.75,20.55,0,0, ,[NV] Duplicate,09/01/1971,1/31/1989, ,0,0,,0,AF_20190502
G1617,DWA,0,NA,NA,Orange River At Boegoeberg Dam Res,Orange,Orange,ZA,South Africa,Africa,47,342967,302699,-29.03008,22.18729,-28.95,22.15,1,1, ,[NV] at dam reservoir 11 km downstream,10/01/1932,10/31/2013, ,0,0,,2017,AF_20190502
G1618,DWA,0,NA,NA,Orange River At Rietfontein,Orange,Orange,ZA,South Africa,Africa,47,340157,294078,-29.32812,22.31757,-29.25,22.25,1,1, , ,01/01/1950,5/31/1965, ,0,0,,0,AF_20190502
G1619,DWA,0,NA,NA,Orange River At Irene,Orange,Orange,ZA,South Africa,Africa,47,295272,289668,-29.18285,23.57511,-29.65,22.85,1,1, , ,03/01/1989,9/30/2013, ,0,0,,2017,AF_20190502
G1620,DWA,0,NA,NA,Vaal River At Schmidtsdrif,Vaal,Orange,ZA,South Africa,Africa,47,157508,145629,-28.71149,24.0729,-28.95,23.95,1,1, , ,03/01/1995,8/31/2013, ,0,0,,2017,AF_20190502
G1621,DWA,0,NA,NA,Vaal River At Gamagara,Vaal,Orange,ZA,South Africa,Africa,47,153093,145528,-28.40623,24.27124,-28.85,23.95,1,1, , ,11/01/1974,7/30/2013, ,0,0,,2017,AF_20190502
G1622,DWA,0,NA,NA,Vaal River At De Hoop 65,Vaal,Orange,ZA,South Africa,Africa,47,121052,110883,-28.51623,24.6007,-28.55,24.55,1,1, , ,09/01/1968,12/31/2012, ,0,0,,2017,AF_20190502
