County;sub_county;ward;Location;Sub_Location;other;scene;people_dead;people_injured;house_destroyed;house_damaged;household_displaced;people_displaced;services.disrupted;roads;livestock_lost;bridge;schools;latrine;wall;hospitals;drainage;inst.church.mosque;health_center;lost_crops_ha (acreage);cholera_outbreak;cholera.cases;situation;data_source;dref no;glidenumber;ID;data_quality;magnitude_impact;date_recorded
Nairobi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;body yet to be retrieved;disinventer;0;0;1086;2;1;2015/12/13 00:00:00
Nairobi;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;body retrieved;disinventer;0;0;1087;2;1;2015/12/13 00:00:00
Kericho;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;drowning while swimming in river chemoit;disinventer;0;0;379;2;1;2015/12/14 00:00:00
Machakos;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fel into 10feet underground water tank;disinventer;0;0;705;2;1;2015/12/14 00:00:00
Meru;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;body found floating in river kamuraitha;disinventer;0;0;855;2;1;2015/12/14 00:00:00
Narok;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;ssept away while trying to cross stream;disinventer;0;0;1197;2;1;2015/12/14 00:00:00
Nyandarua;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;one person dead;disinventer;0;0;1232;2;1;2015/12/14 00:00:00
Meru;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;body found floating in river gathita;disinventer;0;0;856;2;1;2016/03/01 00:00:00
Elgeyo-Marakwet;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;road blocked, school blocked with mud , 6 houses destroyed.;disinventer;0;0;137;2;1;2016/03/17 00:00:00
Narok;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;five children were reported dead.;disinventer;0;0;1201;2;1;2016/03/22 00:00:00
Taita Taveta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;riverine;disinventer;0;0;1316;2;0;2016/04/27 00:00:00
Tharaka-Nithi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;riverine - bridge compromised;disinventer;0;0;1381;2;0;2016/04/27 00:00:00
Baringo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;46;0;0;2016/05/06 00:00:00
Nairobi;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;bodies retrieved;disinventer;0;0;1093;2;1;2016/06/17 00:00:00
Taita Taveta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;weir at grogan canal overtopped, banana plantations swept away;disinventer;0;0;1317;2;0;2017/03/05 00:00:00
Samburu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2kmx10m deep gulley created as a result of the flood.;disinventer;0;0;1263;2;0;2017/05/01 00:00:00
Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;1207;0;0;2017/11/25 00:00:00
Taita Taveta;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;rivers lumi, flash flood;disinventer;0;0;1321;2;1;2018/01/03 00:00:00
Narok;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;road has been cut off at karima along narok- maimahiu road;disinventer;0;0;1213;2;1;2018/03/13 00:00:00
Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;inundated residential houses;disinventer;0;0;300;2;0;2018/03/15 00:00:00
Turkana;Turkana South;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;heavy rains witnessed in the county resulted into flashfloods in turkana south motorists remained stranded after the kitale- eldoret was cut off following the bursting of seasonal river kilemorok.;disinventer;0;0;1471;2;0;2018/03/16 00:00:00
Kiambu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flash floods at gichiiki village in thika following heavy down pour reported the previous night;disinventer;0;0;406;2;0;2018/03/17 00:00:00
Kilifi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;463;0;0;2018/03/17 00:00:00
Kilifi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;464;0;0;2018/03/17 00:00:00
Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;according to assessment done by tana river team, 150 hhs and 350 livestock were reportedly swept away.;disinventer;0;0;1014;2;1;2018/03/17 00:00:00
Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;river tarach rose beyond its capacity and later broke its bank following heavy down pour.;disinventer;0;0;1473;2;0;2018/03/17 00:00:00
Bungoma;Bumula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;flash floods occurred yesterday night in bumula sub-county due to blockage of drainage in kikwechi c area.;disinventer;0;0;80;2;0;2018/03/19 00:00:00
Baringo;0;0;0;0;0;0;1;0;0;0;0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;51;1;1;2018/04/08 00:00:00
Narok;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;1217;1;1;2018/04/13 00:00:00
Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a total of 41 families from damaka, mulungeni, manani and gama villages have been evacuated to safer grounds by tana river rcat;disinventer;0;0;1015;2;0;2018/04/15 00:00:00
Mandera;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;car swept away, occupants rescued.;disinventer;0;0;770;2;0;2018/04/16 00:00:00
Meru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at least 4hhs were affected and several businesses marooned with property of unknown value destroyed. krcs meru conducted a rapid assessment and county government unclogged the drainage within the town, situation back to normal as businessmen try to salvage some of their properties;disinventer;0;0;865;2;0;2018/04/16 00:00:00
Murang'a;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;more than 600 families were rendered homeless in mororo, adele and madogo areas. the national government plans to provide tarpaulins to the affected people;disinventer;0;0;1016;2;0;2018/04/18 00:00:00
West Pokot;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;1563;0;0;2018/04/18 00:00:00
Nakuru;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;fluctuating lake levels;disinventer;0;0;1140;2;0;2018/04/19 00:00:00
Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;river turkwel and kalawase broke its banks affecting more than 300 families in lodwar town and neighboring villages;disinventer;0;0;1481;2;0;2018/04/20 00:00:00
Turkana;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;the water levels have increased at kainuk bridge, kalemorok and kawalase.;disinventer;0;0;1482;2;1;2018/04/20 00:00:00
Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;the water levels have increased at kainuk bridge, kalemorok and kawalase.;disinventer;0;0;1483;2;0;2018/04/20 00:00:00
Murang'a;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;a middle aged man was swept away by flash floods;disinventer;0;0;1017;2;1;2018/04/21 00:00:00
Turkana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;river turkwel in turkana burst its banks following heavy rainfall experienced in the area. approximately 8 villages have been affected by the water. krcs turkana and the county government managed to rescue 6 children from the raging water.;disinventer;0;0;1485;2;0;2018/04/22 00:00:00
Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;two teenagers of 14 and 16 years were swept away by the water. their bodies have not yet been found;disinventer;0;0;305;2;0;2018/04/23 00:00:00
Isiolo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;the floods have since washed away water and sewerage pipelines exposing the community to water borne diseases. donation distribution of other areas earlier reported and with impassable roads is currently being done through air drops.;disinventer;0;0;306;2;0;2018/04/23 00:00:00
Baringo;0;0;0;0;0;0;6;3;0;0;1305;0;0;0;0;0;2;0;0;0;0;0;0;800;0;0;0;dref;june_11th_2018_mdrke043;0;56;1;1;2018/06/11 00:00:00
Bungoma;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;85;1;1;2018/06/11 00:00:00
Busia;0;0;0;0;0;0;1;0;0;0;1219;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;122;1;1;2018/06/11 00:00:00
Elgeyo-Marakwet;0;0;0;0;0;0;0;0;0;0;228;0;0;0;323;0;0;0;0;0;0;0;0;250;yes;0;0;dref;june_11th_2018_mdrke043;0;142;1;1;2018/06/11 00:00:00
Embu;0;0;0;0;0;0;3;3;0;0;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;149;1;1;2018/06/11 00:00:00
Garissa;0;0;0;0;0;0;3;0;0;0;1313;0;0;0;3000;0;11;0;0;0;0;0;0;420;yes;0;0;dref;june_11th_2018_mdrke043;0;191;1;1;2018/06/11 00:00:00
Homa Bay;0;0;0;0;0;0;7;0;0;0;571;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;242;1;1;2018/06/11 00:00:00
Kajiado;0;0;0;0;0;0;10;0;0;0;490;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;355;1;1;2018/06/11 00:00:00
Kakamega;0;0;0;0;0;0;3;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;374;1;1;2018/06/11 00:00:00
Kilifi;0;0;0;0;0;0;4;0;0;0;4530;0;0;0;0;0;10;0;0;0;0;0;0;1100;0;0;0;dref;june_11th_2018_mdrke043;0;468;1;1;2018/06/11 00:00:00
Kirinyaga;0;0;0;0;0;0;1;0;0;0;407;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;485;1;1;2018/06/11 00:00:00
Kitui;0;0;0;0;0;0;8;0;0;0;754;0;0;0;0;0;43;0;0;0;0;0;0;2187;0;0;0;dref;june_11th_2018_mdrke043;0;630;1;1;2018/06/11 00:00:00
Kwale;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;652;1;1;2018/06/11 00:00:00
Laikipia;0;0;0;0;0;0;0;0;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;668;0;0;2018/06/11 00:00:00
Lamu;0;0;0;0;0;0;0;0;0;0;362;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;675;0;0;2018/06/11 00:00:00
Machakos;0;0;0;0;0;0;5;0;0;0;181;0;0;0;0;0;1;0;0;0;0;0;0;324;yes;0;0;dref;june_11th_2018_mdrke043;0;711;1;1;2018/06/11 00:00:00
Makueni;0;0;0;0;0;0;9;14;0;0;683;0;0;0;0;0;5;0;0;0;0;0;0;44638;0;0;0;dref;june_11th_2018_mdrke043;0;741;1;1;2018/06/11 00:00:00
Mandera;0;0;0;0;0;0;0;0;0;0;7182;0;0;0;6000;0;0;0;0;0;0;0;0;260;0;0;0;dref;june_11th_2018_mdrke043;0;773;1;1;2018/06/11 00:00:00
Marsabit;0;0;0;0;0;0;4;0;0;0;232;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;829;1;1;2018/06/11 00:00:00
Meru;0;0;0;0;0;0;0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;869;1;0;2018/06/11 00:00:00
Mombasa;0;0;0;0;0;0;0;0;0;0;120;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;949;1;0;2018/06/11 00:00:00
Nairobi;0;0;0;0;0;0;2;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;1100;1;1;2018/06/11 00:00:00
Nakuru;0;0;0;0;0;0;46;43;0;0;500;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;1143;1;1;2018/06/11 00:00:00
Narok;0;0;0;0;0;0;6;0;0;0;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;1220;1;1;2018/06/11 00:00:00
Nyandarua;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;1235;1;1;2018/06/11 00:00:00
Nyeri;0;0;0;0;0;0;1;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;1247;1;1;2018/06/11 00:00:00
Samburu;0;0;0;0;0;0;11;0;0;0;15;0;0;0;8000;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;1268;1;1;2018/06/11 00:00:00
Siaya;0;0;0;0;0;0;1;4;0;0;1693;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;1287;1;1;2018/06/11 00:00:00
Taita Taveta;0;0;0;0;0;0;2;0;0;0;1193;0;0;0;0;0;6;0;0;0;0;0;0;200;0;0;0;dref;june_11th_2018_mdrke043;0;1324;1;1;2018/06/11 00:00:00
Tana River;0;0;0;0;0;0;6;0;0;0;12809;0;0;0;7900;0;0;0;0;0;0;0;0;9539;yes;0;0;dref;june_11th_2018_mdrke043;0;1373;1;1;2018/06/11 00:00:00
Tharaka-Nithi;0;0;0;0;0;0;3;2;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0;3000;yes;0;0;dref;june_11th_2018_mdrke043;0;1385;1;1;2018/06/11 00:00:00
Turkana;0;0;0;0;0;0;1;4;0;0;5945;0;0;0;0;0;11;0;0;0;0;0;0;902;yes;0;0;dref;june_11th_2018_mdrke043;0;1489;1;1;2018/06/11 00:00:00
Uasin Gishu;0;0;0;0;0;0;0;2;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;1507;1;1;2018/06/11 00:00:00
Uasin Gishu;0;0;0;0;0;0;7;10;0;0;1656;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;1508;1;1;2018/06/11 00:00:00
Wajir;0;0;0;0;0;0;5;0;0;0;2521;0;0;0;2000;0;0;0;0;0;0;0;0;160;0;0;0;dref;june_11th_2018_mdrke043;0;1535;1;1;2018/06/11 00:00:00
West Pokot;0;0;0;0;0;0;1;0;0;0;49;0;0;0;0;0;0;0;0;0;0;0;0;0;yes;0;0;dref;june_11th_2018_mdrke043;0;1565;1;1;2018/06/11 00:00:00
Garissa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;192;0;0;2018/11/06 00:00:00
Narok;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; over 100million kshs in terms of infrastructure only. the other damages are not yet known.we are still consulting with stakehoders & eng. town planning.;disinventer;0;0;1221;2;0;2018/11/22 00:00:00
Nairobi;0;0;0;0;0;0;20;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;bulletin (no. 2/2006);0;1103;1;1;
Migori;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;872;1;1;2002/05/14 00:00:00
Migori;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;875;1;1;2006/04/26 00:00:00
Migori;0;0;0;0;0;0;0;0;177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;fl-2008-000217-ken;877;1;1;2009/05/01 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;ff-2012-000062-ken;879;0;0;2012/03/01 00:00:00
Migori;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;880;1;1;2012/03/04 00:00:00
Migori;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;disinventer;0;0;881;1;1;2013/04/03 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;heavy rainfall that affected many families.;disinventer;0;0;882;2;0;2013/04/09 00:00:00
Migori;0;0;0;0;0;0;0;0;195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;expecting reief from krcs and special programmes.;disinventer;0;0;883;2;1;2013/04/09 00:00:00
Migori;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;none / market and road was damaged. this is unusual happening  and poor road construction could be a major challenge or cause as usual drainages were blocked;disinventer;0;0;889;2;1;2015/01/05 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;shopping centre marooned for over 3 weeks (lwanda );disinventer;0;0;893;2;0;2015/04/22 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;livestock were swept away in the grazing field;disinventer;0;0;896;2;0;2015/04/24 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;school;0;0;0;0;0;0;0;0;0;0;0;0;0;over 300 people displaced, 6 schools destroyed.;disinventer;0;0;900;2;0;2015/10/15 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;river kuja broke its banks causing floods. residents advised to move to higher grounds.;disinventer;0;0;902;2;0;2015/11/10 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;roads and latrines;1;0;0;0;1;0;0;0;0;0;0;0;0;river sabwani broke its banks and destroyed crops, pit latrines and feeder roads were in bad conditions.;disinventer;0;0;904;2;0;2015/11/15 00:00:00
Migori;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;early warning alarm systems went on at wath onger station at 1.12am for level 1 of 3m, level 2 of 4m at 3.24am and level 3 of 5m at 7.09am.;disinventer;0;0;910;2;0;2015/11/28 00:00:00
Migori;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;heavy down pour that swept a way one body;disinventer;0;0;914;2;1;2016/05/18 00:00:00
Migori;0;0;0;0;0;0;13;0;0;0;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2018_mdrke043;0;921;1;1;2018/06/11 00:00:00
Nyandarua;0;0;0;0;Aberdare River;Aberdare River;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at about 1300hrs, eoc received reports of flooding incident in nyandarua county. a 42-year-old man and a 5-year old girl died as a result of flooding in nyandarua county. six dams along the course of the aberdare river broke their banks flooding the lower lands. krcs responded to the incident and assisted with the recovery of the bodies of the deceased.;eoc;0;0;1231;2;1;2013/12/16 00:00:00
Migori;0;0;0;0;Agolomuok In Gwassi;Agolomuok In Gwassi;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;912;1;1;2015/12/01 00:00:00
Kisumu;0;0;0;Agoro West;0;Agoro West;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;550;0;0;2013/01/15 00:00:00
Homa Bay;0;0;0;0;Agulu Muok;Agulu Muok;5;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1957hrs roche (krcs county manager) reported a 32 seater mini bus was swept off the road while crossing a bridge at agulu muok while in transit from homa bay to nyandiwa, krcs sar, e plus ems and county government response team responded to the scene and managed to rescue 21 casualties who were evacuated to st. pamela hospital. sar teams managed to recover 5 bodies throughout the night and unknown number still missing.;eoc;0;0;232;2;1;2015/11/27 00:00:00
Kisumu;Nyando;Ahero;0;0;0;Ahero;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;hellen west kenya krcs reported floods at ahero area in kisumu county at around 1524hrs. heavy rainfall reported in the area has marooned several families prompting krcs team and kisumu county government to intervene. a boat is to be availed by county government to facilitate evacuation. in addition, assessment to ascertain needs and numbers affected still is underway courtesy of kisumu county rcat;eoc;0;0;603;2;0;2018/04/23 00:00:00
Kisumu;0;0;0;0;Ahero/Kakola;Ahero/Kakola;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;jan_15th_2013_mdrke024;0;547;0;0;2013/01/15 00:00:00
Uasin Gishu;Ainabkoi;0;0;0;Ainabkoi And Turbo;Ainabkoi And Turbo;0;0;0;0;141;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1642hrs hellen (krcs county manager) reported a case of floods in uasin gishu county. the water level at usalama dam rose beyond its capacity and led to flash floods, 141 households were displaced in ainabkoi sub-county, and turbo also experienced the same.krcs closely monitoring the area.;eoc;0;0;1505;2;0;2015/11/18 00:00:00
Baringo;East Pokot;0;0;0;Akiwichatis;Akiwichatis;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1534hrs e.o.c received information that an assistant chief from akiwichatis in east pokot was shot in the legs by cattle rustlers from the tugen community last night .the assistant chief is admitted at kabarnet hospital is in a stable condition;eoc;0;0;42;2;1;2014/11/26 00:00:00
Garissa;0;0;0;0;Aloley;Aloley;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;tusmo krcs garissa reported flash floods in aloley area of garissa county at around 1453hrs. one person has since been confirmed dead with others in danger as their houses are marooned. in addition, most farms in the area have also been submerged. garissa krcs team is spearheading rapid assessment besides retrieval of the body.;eoc;0;0;184;2;1;2018/04/13 00:00:00
Turkana;0;0;0;0;Along Lodwar- Kakuma Road;Along Lodwar- Kakuma Road;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;nick thuo (0720334240) at 0600hrs reported of a traffic gridlock along lodwar- kakuma road following heavy rains in turkana overnight that made several seasonal rivers to be full.;eoc;0;0;1466;2;0;2017/07/12 00:00:00
Garissa;0;0;0;0;Amuma;Amuma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;krcs garissa county manager reported flash floods in amuma at 1500hrs, several hh were affected including 2 security camps. krcs team will carry out assessment and share report to e.o.c.;eoc;0;0;165;2;0;2015/05/08 00:00:00
Nandi;0;0;0;0;Anapngetuny, Tinderet In Nandi South (Landslide);Anapngetuny, Tinderet In Nandi South (Landslide);2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;1146;1;1;2010/03/05 00:00:00
Mandera;Mandera East;Arabia;0;0;Arabia Town In Mandera District;Arabia Town In Mandera District;0;0;0;0;350;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;14_may_2010mdrke012;0;755;0;0;2010/05/14 00:00:00
Samburu;0;0;0;0;Archers Post,River Ewaso Ngiro North 5ed 01;Archers Post,River Ewaso Ngiro North 5ed 01;0;0;0;0;0;0;2nd gauge plate at the rgs 5ed 01  washed away;0;0;0;0;0;0;0;0;0;0;0;0;0;0;wra;0;0;1266;1;0;2018/03/15 00:00:00
Mandera;0;0;0;0;Ardahalo;Ardahalo;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at 1036hrs hassan (krcs mandera) reported of incident that was as a result of heavy downpour in the county. unknown no of livestock were swept away at ardahalo village in takaba, approximately 40hhs have been affected, 2 children were also swept away by the ravishing waters. sar activity is currently ongoing. (brief; 2 fatalities);eoc;0;0;762;2;1;2017/04/18 00:00:00
Homa Bay;0;0;0;Asego;0;Asego;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;river rangwen;disinventer;0;0;201;2;0;2008/04/20 00:00:00
Nyeri;0;0;0;0;Asian Court Estate;Asian Court Estate;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;at around 2037hrs, gitonga (rm central) reported of flash floods at asian court estate in nyeri county. following the heavy downpour experienced during the day, several families were rendered homeless as the leaving at the asian court estate with no shelter. assesment conducted indicated that 10hhs were affected.  nyeri rcat team and the county fire brigade rescued 2 children that were marooned in water.;eoc;0;0;1243;2;0;2018/03/03 00:00:00
Machakos;Mavoko;Athi River;0;Athi River;0;Athi River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;floods reported due to heavy rainfall that left houses submerged and rooves blown off. the combined efforts of krcs nairobi and machakos branch went on with the assessment and reported that 144hh were affected.;eoc;0;0;681;2;0;2012/04/21 00:00:00
Machakos;Mavoko;Athi River;0;Athi River;0;Athi River;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;in kaulo village, kinanie sub location, kinanie location, kinanie/ mathatani division, athi river district floods were reported and people were marooned;eoc;0;0;685;2;0;2012/05/05 00:00:00
Machakos;Mavoko;Athi River;0;Athi River;0;Athi River;0;0;0;0;0;0;road;1;0;0;0;0;0;0;0;0;0;0;0;0;flash floods were reported from kajiado after heavy rains were experienced in athi river kitengela and the surrounding area at 1500hrs sweeping off a section of cs4 road hindering the ongoing safari rally. no casualties were reported.;eoc;0;0;687;2;0;2012/06/09 00:00:00
Machakos;Mavoko;Athi River;0;Athi River;0;Athi River;4;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;dref;june_11th_2012_mdrke023;0;688;1;1;2012/06/11 00:00:00
