fid,name,lat,lon,type,report_date
13771,Hadush Adi Elementary School,14.177,37.987,,
13810,Shire ayterie,14.220,38.236,,
13845,Mai Tsintsile,14.276,38.230,,
13846,Endagabir,14.265,38.242,,
13847,Adi hanese,14.274,38.242,,
13850,Mai godoka,14.311,38.154,,
13853,Abako,14.170,37.988,,
13860,Mai tsadkan,14.308,38.242,,
13862,Adi gorfu,14.351,38.153,,
13863,Guila kirshi,14.344,38.060,,
13867,Laelay tsehayo school,14.193,38.021,,
13868,Endagiorgis,14.241,38.091,,
13874,Ketema suhul,14.279,38.179,,
13876,Digub,14.268,38.230,,
13909,Mai Sagla antera,14.323,38.155,,
13916,Kutur School,14.232,38.212,,
13940,Deba/ Mekabr aslam/,14.302,38.199,,
13944,Adi Weyno School,14.232,38.124,,
14013,Adi Keshi,14.283,38.226,,
14015,Mai Arada,14.259,38.142,,
14016,Tseratsur,14.260,38.134,,
14017,Mai Alekto,14.237,38.186,,
14019,Tahtay Mai tafat,14.346,38.112,,
14020,Laelay Mai tafat,14.346,38.116,,
14028,Mai Aslam,14.242,38.181,,
14053,Mai shekaka,14.270,38.154,,
14058,Laelay Areda,14.316,38.252,,
14085,Mai guhmi,14.254,38.134,,
14087,Mai Chihlo,14.219,38.089,,
15494,Sewhi Golo,14.231,38.255,,
15495,Emba Guahalit,14.279,38.226,,
15497,Adi Kawnay,14.243,38.264,,
15498,May Daero,14.228,38.185,,
15499,May Zhlto,14.190,38.172,,
15500,Miwkae Cheguarf,14.213,38.151,,
15501,May Adgi,14.233,38.158,,
15502,Adi Guedi,14.224,38.221,,
15504,May Daero,14.253,38.190,,
15810,Mai awso,14.353,38.318,,
15841,May kodo,14.242,38.214,,
15870,gereb mtan,14.257,38.170,,
16170,Hamlo school,14.224,38.234,,
16186,Dasat,14.242,38.146,,
16187,Sewhi Mai Aynie,14.221,38.250,,
16188,Kodo,14.288,38.272,,
16194,Ruba Halib,14.311,38.246,,
16196,Adi Sahal(Dabo Hagos),14.329,38.237,,
16198,Emni Hayli,14.316,38.057,,
16200,Mai Aynie,14.352,38.064,,
16223,May Gabla,14.246,38.167,,
16379,Mai Minchi,14.241,38.133,,
16429,Mai kowaet,14.151,37.984,,
16590,Mai Lihamo school,14.247,38.179,,
16640,Mai Dedey 2,14.236,38.068,,
16691,Adi Gasha Ferhe-2,14.276,38.272,,
16987,Mai Koray,14.324,38.155,,
17088,Daero Wuneh,14.222,38.238,,
17133,sewhi golo,14.231,38.255,,
17362,Gudlo,14.253,38.190,,
17561,Mai Gebel,14.203,38.049,,
17609,Shishay Hdar,14.284,38.172,,
17610,Adi Kulba,14.331,38.162,,
17971,Mai Dadey,14.343,38.127,,
18278,Mai sagla,14.332,38.143,,
18300,Mihtsab Shumtebien,14.250,38.180,,
18321,Mai Dengola,14.351,38.106,,
18336,Da-awel,14.257,38.009,,
18337,Mai godae/adi tsegay/,14.326,38.194,,
18346,May deruhu,14.249,38.212,,
18348,May daero,14.235,38.110,,
18390,Mai Harmaz 2,14.340,38.154,,
18480,Tahitay Mai Daero,14.209,38.027,,
18507,Adi Fngal,14.301,38.231,,
211,Kewaet,14.566,37.983,,
1816,Abyiruba,14.431,37.953,,
2861,Daero,14.311,37.979,,
4463,Grat Etay Wuhbet Belay,14.440,38.069,,
4621,Endagindae,14.402,38.025,,
4821,Humor,14.341,37.996,,
4911,Getha Seleste,14.497,38.083,,
4960,Mayhagay,14.365,38.025,,
5070,Mesagirhamesien,14.422,38.043,,
5135,Rubaendarkay,14.599,38.132,,
5209,Daero 4,14.511,38.039,,
5309,Grat Mesfn Ketema,14.408,38.003,,
5340,Mayaye,14.330,38.002,,
5344,Mayaboy,14.567,38.075,,
5561,Enda-Hbey,14.535,38.137,,
5602,Lemlem,14.376,38.008,,
5686,May-Daero,14.413,38.078,,
5862,Mai Daero,14.413,38.077,,
6106,Mai Hagay 1,14.404,38.067,,
6110,Atkaro,14.563,38.015,,
6186,Endahansi,14.453,38.044,,
6255,Mai Felesti,14.416,38.075,,
6296,Erdi Weyane Elementary School,14.390,38.010,,
6376,May Hagay,14.538,38.009,,
6495,Maydaero2,14.490,38.078,,
7059,Terer,14.603,38.072,,
7285,Dabre,14.426,38.051,,
7882,Mai aye,14.314,38.002,,
8002,Maytsadkan,14.514,38.112,,
8690,Ela golazho,14.566,38.114,,
8692,Gume,14.314,37.991,,
8693,Enda methan,14.314,37.991,,
8872,Gobo tsige meles,14.461,38.000,,
9702,Maibaria,14.426,38.092,,
9998,Betmhrtiaditolom,14.510,38.088,,
10010,Gezagolgol,14.416,38.050,,
10049,Hadush ela,14.594,38.118,,
10082,May-dmu /Mesno Desta G/tsadk,14.488,38.091,,
10083,May-Netaei,14.483,38.086,,
10175,Mayagam,14.489,38.074,,
10439,Thti betmhrtiaditolom,14.505,38.094,,
11157,Mayhagay1,14.502,38.089,,
11190,Dabatomas,14.464,38.065,,
11344,Mayshireterie,14.447,38.019,,
11347,Lese,14.451,38.063,,
11350,Endazbie,14.464,38.065,,
11549,May-Barya,14.418,38.091,,
11567,Dembeleka,14.473,38.064,,
11572,Maytiblets,14.437,37.997,,
11573,Around school,14.314,37.998,,
11575,Kebabo,14.311,37.999,,
11581,Endameethan,14.312,37.993,,
11583,Belowendamethan,14.315,37.992,,
11598,Mayhagos,14.342,37.996,,
11607,Mihbasabagie,14.499,37.892,,
11620,Gezahamasen,14.430,38.077,,
11635,Ela Tsegay,14.426,38.000,,
11636,Grat G/Meskel Aregawi,14.488,37.984,,
11637,Below gobohadush,14.490,37.981,,
11641,Azezay,14.487,38.026,,
11647,Maykewait,14.567,37.983,,
11689,Mai Hutsa,14.417,38.013,,
11692,Geza Dine,14.339,38.023,,
11697,Tiqaendamariam,14.433,37.942,,
11704,Tenabuk,14.457,38.002,,
11816,Tut-Daboy Elma,14.490,38.001,,
12033,Mdmar mayneteit,14.487,38.002,,
12362,Terer,14.589,38.075,,
12365,Hadushela,14.591,38.119,,
12368,Ela-Adi Awuala,14.443,37.954,,
12369,May-Liham,14.367,38.039,,
12371,Grat gebre g/maryam,14.316,37.991,,
12621,May Kolankul,14.528,38.117,,
12623,Menchaecheta,14.520,37.953,,
12624,Mefalso,14.538,38.130,,
12625,Dumatat,14.419,37.980,,
13041,Enda Mikaeil,14.305,37.968,,
13159,Lese,14.509,38.035,,
13160,Awengil,14.635,37.964,,
13161,Menkerakr/B/N Getha Terer & Mwkae Negarit/,14.564,37.981,,
13165,Walka,14.293,37.964,,
13173,Getha Dngur /Grar Zayd Hayle/,14.490,38.069,,
13175,Thti Gdb,14.537,37.995,,
13176,Wegri Ekli /Dldl/,14.478,37.972,,
13178,Thti Grat Hagos G/Mikael /Mwutsae Methan/,14.408,38.069,,
13181,Mai Seshu,14.563,38.104,,
13183,Mai Lebadu,14.546,38.061,,
14827,great g/meskel aregawi,14.488,37.984,,
15779,Mai Kolenkual,14.431,38.011,,
16227,Mai Daero,14.488,37.989,,
16239,Ela Kidane,14.420,38.046,,
16249,Enda Gosher (Grat Angesom Gebre mdhin),14.438,37.982,,
16250,Grat Berhe Tadese,14.433,37.958,,
16627,Mai Shire Tre,14.414,37.960,,
16628,Ruba kewhi,14.405,37.965,,
16630,Grat haile berhane,14.321,38.003,,
16639,Atkaro,14.524,38.016,,
16932,Aye Medagul,14.546,37.972,,
16950,Mai Hagay,14.538,38.009,,
16963,Adi Bokray,14.476,37.969,,
17119,Below gobo hadush,14.490,37.980,,
17288,Mai aye 2,14.441,38.069,,
17462,Endaelefun,14.429,38.054,,
17709,Maichikante,14.414,38.030,,
17858,Adi Dege Azmati Elementary School,14.416,38.040,,
17943,Aiyi ruba,14.608,38.082,,
18303,Endabashakut,14.365,38.019,,
2342,Mai Bekli,13.977,38.194,,
2617,Mai Meshil,13.940,38.200,,
4318,May ze-emere,13.765,38.102,,
4439,May Tselot,13.806,38.112,,
4504,Mai Aye (Ensesa Hkmena),13.882,38.042,,
4549,Gebel ezgi,13.844,38.027,,
4561,May Tnkli'et,13.843,38.101,,
4671,Mai Adi Dirsane,13.841,38.192,,
4753,Gelegelta,14.014,38.213,,
4774,May Harmaz,13.826,38.128,,
4845,Harmaz Emni,13.938,38.159,,
4847,Gombas Aye,13.844,38.043,,
4890,ngae,13.954,38.238,,
5120,Jekjek,13.944,38.225,,
5215,Beliho,13.849,38.232,,
5216,Sagla Sewuhi,13.907,38.109,,
5245,Kewhi,13.894,38.109,,
5316,Mai Aye,13.891,38.084,,
5357,Mai Maemn,13.911,38.142,,
5792,May Sagla,13.848,38.049,,
5801,May Tekli,13.880,37.976,,
6177,Mai Bun,13.840,38.209,,
6225,May Salem,13.899,38.133,,
6270,Mai Werwer,14.015,38.153,,
6295,Daero edaga,13.901,38.259,,
6368,Mai Maekel,14.019,38.207,,
7527,Mai Tiraen,13.865,38.065,,
7606,Mai Kelebedu,13.887,38.151,,
7646,Mai Beato,13.851,38.060,,
7647,Mai Tsebarit,13.987,38.218,,
7649,Mai Machoba,13.956,38.213,,
8708,may shibti,13.992,38.246,,
8911,Mai Liham,13.904,38.187,,
10421,May Aye,13.892,38.047,,
10906,May Liham,13.998,38.280,,
10907,May Shibti,13.992,38.246,,
10958,Lealay Mtsdaf Koden 1,13.885,38.003,,
11036,May Enqaqa,13.906,38.151,,
11037,May Liham,13.898,38.157,,
11038,May Ezra,13.936,38.266,,
11040,May Tirqe,13.890,38.246,,
11041,May Adi Ketin,13.909,38.278,,
11400,Grat Yemane Kebede,13.884,38.043,,
11406,Maryam Sagla,13.893,38.065,,
11542,Migae,13.954,38.241,,
11690,Enda Tenaw,13.951,38.250,,
11776,Shena May Gudie,13.915,38.243,,
12126,Grat Wele yohannes T/medhn,13.880,38.039,,
12127,May Aye,13.883,38.043,,
12128,Grat Brhane Meskel Alebel,13.907,38.070,,
12129,Grat Mengstu Fkadu,13.889,38.053,,
12135,Tsebarit,14.015,38.128,,
12146,Walka Qeshi,13.899,38.077,,
12147,Grat Ayeli Yeabyo,13.866,38.049,,
12149,Gobo Debri,13.868,38.041,,
12299,May Aklabat,13.905,38.071,,
12469,Egri Emba /agamat/,13.934,38.163,,
12473,May Genie,13.895,38.062,,
12489,May Abeba,13.804,38.152,,
12491,Momona,13.811,38.063,,
12492,May Siye,13.969,38.229,,
12493,May Atkaro,13.813,38.081,,
12494,May Atal,13.816,38.050,,
12495,May Sheho,13.844,38.146,,
12496,May Sye,13.836,38.134,,
12497,May Gundi Emni,13.810,38.075,,
12498,may zewarit,13.823,38.100,,
12499,Tsa-eda zana,13.839,38.085,,
12500,May Adkemo,13.795,38.151,,
12501,May Agam,13.803,38.140,,
12503,may metsa,13.811,38.062,,
12504,May Lomin,13.785,38.136,,
12505,May Sawul,13.783,38.117,,
12506,May Tekli,13.881,37.977,,
12507,Lealay Mtsdaf Koden 2,13.884,38.004,,
12508,May De'aro,13.857,38.076,,
12509,Melhis,13.871,38.024,,
12510,May gorif,13.785,38.119,,
12511,May Shum,13.806,38.167,,
12520,May Tsebarit,13.987,38.218,,
12521,May Qelqel,13.992,38.210,,
12532,May Agam,13.887,38.105,,
12533,Grat Dejen G/slasie,13.884,38.101,,
12534,Gumbtish,13.867,38.028,,
12535,May De'aro,13.843,38.043,,
12536,Metra'e,13.865,38.064,,
12537,May Shekeye,13.848,38.067,,
12538,Qalay Zrgya,13.832,38.068,,
12539,Enda Nasro,13.842,38.091,,
12676,May enquaquo,13.906,38.151,,
12677,May G/yesus,13.804,38.123,,
12678,May Aba Wuna,14.017,38.205,,
12898,De'aro Ginda'e,13.884,37.969,,
13293,Mai Abeba,13.834,38.227,,
13301,Mai Daero 2,13.787,38.230,,
13302,Mai Chramo,13.784,38.246,,
13303,Mai Tmket 1,13.789,38.246,,
13315,Mai Tsimamot,13.926,38.211,,
13317,Mai Embay,13.946,38.211,,
13397,Mai Baato,13.853,38.201,,
13785,Mai Hagos,13.878,38.093,,
13786,Hbeto,13.881,38.093,,
13949,Mai Aye (Grat Asmamaw),13.881,38.040,,
13951,Kortekli School,13.879,38.042,,
14051,Mai Tsmamot,13.934,38.207,,
15327,Mayaslam,13.887,38.270,,
15328,May Kaeto,13.896,38.269,,
15665,Adi-Mia,13.905,38.138,,
15927,Maiguram,14.042,38.191,,
16412,Enda Gonok,13.891,38.264,,
16413,Mekabr Islam,13.894,38.258,,
16417,Enda Zaboy,13.882,38.015,,
16418,Shka Mrakat,13.886,38.019,,
16419,Mai Aye,13.897,38.020,,
16420,Mai Zakunay,13.894,38.033,,
16422,Mai Ater,14.040,38.215,,
16423,Mai Asha,14.031,38.205,,
16431,Wahabit,13.871,38.059,,
16433,Mai Chea,13.878,38.065,,
16633,Egri deda,14.017,38.215,,
16673,Mai Sye,13.922,38.185,,
16676,Mai siye,14.036,38.209,,
16785,Enda Mahber,13.873,38.024,,
16831,Mai Edaga,13.890,38.162,,
17972,Mai Sagila,13.848,38.049,,
18342,May Timket,13.794,38.124,,
18360,May Tekli,13.951,38.123,,
18517,Mai Werqa,13.953,38.119,,
18519,Enda Jewergis,13.967,38.177,,
18532,Mai Muz,13.939,38.230,,
18575,Mai Tekli,13.868,38.055,,
2147,Mai Felesti,13.748,38.334,,
4430,Ruba Mlaza,13.603,38.392,,
6281,Mai Timket,13.567,38.306,,
6454,Mai Mulus,13.626,38.362,,
13086,Mtalka,13.584,38.290,,
13087,Dawito,13.562,38.281,,
14123,Mai Edaga,13.679,38.328,,
14124,Mai Machelot,13.741,38.316,,
14125,Kyake,13.719,38.318,,
14126,Mai Nebie,13.574,38.376,,
14127,Mai Gudguad,13.563,38.370,,
16089,Mai Gobye,13.735,38.324,,
16093,Mai Gomaru,13.747,38.332,,
16436,Abay Dima,13.584,38.411,,
16438,Shna Shna,13.587,38.415,,
16472,Mai Beles,13.584,38.466,,
16473,Mai Embay,13.589,38.294,,
16477,Amenawere,13.512,38.620,,
16478,Amberko,13.531,38.613,,
13075,Mai Dasat,13.583,38.135,,
13089,Mai Aetar,13.564,38.136,,
2498,Andel,14.320,38.532,,
2773,Geza hutsa,14.339,38.611,,
2775,Mai koho,14.250,38.576,,
4264,Mai Aguhum,14.228,38.487,,
4306,Maerge,14.243,38.592,,
4433,Mai Gumie,14.187,38.647,,
4728,Mai Hidmo,14.219,38.655,,
5299,Tebeankrabo,14.238,38.598,,
5424,May Ayni,14.195,38.637,,
5797,Ruba Adigabat,14.345,38.510,,
5838,Endabametae,14.251,38.508,,
6444,Guyaqo,14.275,38.489,,
6512,Maysagalu,14.205,38.648,,
7607,Adi below school,14.253,38.633,,
7627,Enda gebel,14.260,38.635,,
7765,Golgol Atbay,14.256,38.625,,
7782,Emba Tane,14.247,38.617,,
7833,Mai weyni,14.315,38.580,,
7954,Golagul,14.219,38.628,,
8056,Geza mekie,14.245,38.551,,
8816,Hadero,14.267,38.695,,
9616,Edaga hamus,14.277,38.656,,
9640,Enda gabr,14.247,38.543,,
9915,Tsahma kurdo,14.258,38.572,,
10026,Lesdo,14.329,38.564,,
10658,May Qenchabo,14.237,38.490,,
10660,Edaga Selus,14.253,38.508,,
10662,Tselim Emni,14.255,38.510,,
10812,May Daero,14.250,38.489,,
10813,May Munguda,14.268,38.503,,
10815,Adi Asir,14.244,38.547,,
10817,Mihitsab Alabu,14.279,38.481,,
10965,Grat Chea,14.209,38.622,,
10966,Mayagam,14.230,38.630,,
10967,Laso,14.199,38.640,,
10970,Beles,14.214,38.603,,
11022,Laelay Sheber,14.202,38.638,,
11108,Adieleni,14.249,38.698,,
11198,May Mesles,14.316,38.579,,
11199,May Agahum,14.329,38.579,,
11200,May Tsegema,14.331,38.590,,
11225,M/kerini,14.217,38.658,,
11226,Misidad Feres,14.205,38.626,,
11227,Mayaleqti,14.209,38.647,,
11228,Tahtaymayanshiti,14.256,38.584,,
11544,Embakidan,14.290,38.658,,
11548,Gorzo Mekie,14.322,38.544,,
11550,Geza Temenja,14.316,38.543,,
12307,Endambesa,14.395,38.624,,
12405,Enda Haleka Yebagashet,14.217,38.625,,
12406,Melhso,14.200,38.622,,
12407,May agam,14.230,38.632,,
12408,Endaba Markos,14.200,38.632,,
12885,Mai Koho,14.272,38.622,,
12903,Kebawe,14.282,38.724,,
13429,Mai agam,14.262,38.690,,
13430,Moray,14.241,38.704,,
13431,Mai dahbe,14.264,38.647,,
13443,Endamichaelwerera,14.287,38.665,,
13622,Mai shahit,14.257,38.691,,
13629,Tantu,14.336,38.666,,
13891,Mahayt,14.238,38.487,,
13892,Gubo,14.279,38.488,,
13893,Bilko,14.220,38.510,,
13894,Mai Bealti bet,14.225,38.495,,
13895,Guyaqo,14.273,38.493,,
13896,Adi Ykuno,14.271,38.490,,
13897,Mai Tsahlo,14.235,38.516,,
13902,Adi Musis,14.246,38.520,,
13903,Grat tibko,14.262,38.494,,
13915,Tselatsl,14.287,38.485,,
14022,Mai Daero aby,14.222,38.477,,
14029,Melhs,14.225,38.525,,
14031,Mai Chew,14.226,38.526,,
14140,Miftsay,14.291,38.482,,
14233,Mai Ayni,14.250,38.649,,
14248,Mai Daero,14.386,38.624,,
14249,Gratawazw,14.383,38.613,,
14462,Chila High School,14.269,38.589,,
14479,Rubahaye,14.222,38.637,,
14517,Tirmi Eka,14.207,38.632,,
14529,Adikehambal,14.243,38.608,,
14579,Mai Birkto,14.265,38.733,,
15788,May Teratit,14.251,38.700,,
15831,Gonoe,14.302,38.627,,
16545,Geza Mtsu,14.239,38.518,,
16546,Mai Tsahlo,14.241,38.517,,
16566,Arigofy,14.305,38.541,,
16811,Mai Guhmi,14.272,38.677,,
17511,Endaserahtena,14.217,38.622,,
17520,Maydaero,14.281,38.573,,
18054,Enda arbate ensisa,14.371,38.616,,
18096,Mayadgi,14.279,38.591,,
1638,Mai Kota,14.195,39.233,,
3908,May Tsemawat,14.223,39.177,,
3938,Daeroarat school,14.266,39.049,,
4277,Mai Ayni 2,14.261,39.209,,
4342,May-Shito,14.149,39.229,,
4435,Mai Kumel,14.258,39.159,,
4454,Mihtsab Alabu,14.254,39.218,,
4470,May-ansto,14.216,39.150,,
4488,Gobagobo,14.203,39.243,,
4719,may shif,14.366,39.109,,
4740,Meida-Akeytay,14.159,39.216,,
5102,Mai Mirakut,14.234,39.195,,
5489,Mai adibor,14.271,39.197,,
5746,May-gen'o,14.157,39.193,,
5793,dabalibanos,14.212,39.204,,
5841,Mayserya,14.197,39.245,,
5869,Daero Aboy Shimti,14.255,39.052,,
5965,DuKa,14.345,39.097,,
5968,Dngur,14.250,39.196,,
6077,Girat Gebre Egizabiher Kahsay,14.327,39.037,,
6308,Dekudi,14.284,39.065,,
6330,Ruba seratit,14.375,39.056,,
6561,mai asset,14.224,39.192,,
6633,Mai ayni,14.354,39.063,,
7223,Mesanu,14.240,39.221,,
7289,Mai-Gundi,14.333,39.138,,
9496,monguda school,14.263,39.105,,
9631,may emba wahati,14.255,39.032,,
10065,Mai Arato,14.277,39.209,,
10742,Walaku,14.266,39.050,,
10807,Dekakue (Laelay Sahere),14.313,39.221,,
10811,T/Sewuhi,14.348,39.038,,
10816,Dawito,14.350,39.038,,
10926,Daeroarat,14.266,39.049,,
10927,Menguda,14.263,39.105,,
10947,May Tselot,14.329,39.209,,
11122,May Embowahti,14.255,39.032,,
11213,May Gebremariam,14.254,39.025,,
11463,May-semhal,14.176,39.222,,
11464,May-meka,14.176,39.227,,
11798,Mai Meka,14.232,39.205,,
11861,May Ansti,14.197,39.194,,
11952,T/Megariya Tsebri,14.304,39.082,,
11964,May Miae,14.224,39.217,,
11965,May Hubue,14.182,39.219,,
11970,May Aewaf,14.247,39.208,,
11972,Kif Kofo,14.373,39.079,,
11973,Ruba Kifle,14.312,39.063,,
11974,May Nway,14.264,39.207,,
12099,girat keshi bekuru,14.351,39.102,,
12104,girat mariyam,14.379,39.093,,
12107,debre anbesa,14.380,39.108,,
12109,gubo,14.306,39.059,,
12110,keramde( may ater),14.308,39.083,,
12464,mai mesnini,14.236,39.194,,
12483,May-getem,14.158,39.206,,
12593,Mai Ayni,14.297,39.192,,
12668,May-Arey,14.220,39.199,,
12671,May Dur,14.222,39.205,,
12674,May-tsaeda,14.221,39.186,,
12675,May-ainy,14.233,39.177,,
12961,Mai Kebeto,14.256,39.108,,
13020,Endaruba,14.251,39.112,,
13068,Mai Af Kirstos,14.272,39.062,,
13112,Nishtey Sewhi,14.273,39.114,,
13577,Beleho ( Hegodo),14.283,39.110,,
13580,Mai abuer,14.380,39.205,,
13720,Mai cherar,14.256,39.028,,
13765,Mai koso,14.336,39.066,,
13849,Gza hamle,14.324,39.083,,
13886,Mai agam,14.297,39.087,,
13887,Mizrae fendenay 2,14.250,39.048,,
13899,Mai Tsaeda,14.290,39.060,,
14075,Grat Seseg,14.262,39.042,,
14105,Mai  Eguali,14.268,39.102,,
14132,Mai Gebremariam,14.255,39.025,,
14165,Mai dunbur,14.238,39.180,,
14168,Mai Guma,14.349,39.176,,
14169,Inda Mariam,14.304,39.198,,
14172,Mai Awlie,14.253,39.198,,
14174,Mai Sagla,14.321,39.172,,
14201,Kelkel Awlie,14.210,39.215,,
14203,Mai Medhanialem,14.264,39.177,,
14350,Grat-4,14.259,39.081,,
14351,Adgi aytkla,14.277,39.097,,
14352,Mai anaeshtey,14.277,39.041,,
14353,Hdad,14.261,39.057,,
14354,Mazra fendenay 1,14.249,39.048,,
14355,Dukuatat,14.369,39.030,,
14356,Chekmati,14.380,39.031,,
14358,Mai chew,14.376,39.027,,
14359,Dkau,14.345,39.027,,
14361,Agomle,14.337,39.018,,
14362,Mezbir Primary School,14.340,39.032,,
14364,Shihnfah,14.178,39.274,,
14366,Ksad dembas,14.359,39.102,,
14383,Foga tsaeda,14.351,39.203,,
14386,Sewhi Amiqu,14.242,39.213,,
14387,Mai Ayni,14.289,39.118,,
14420,Ruba Gdba,14.301,39.074,,
14435,Mai Agam,14.209,39.215,,
14436,Mai dukula,14.235,39.184,,
14481,Mai-Beles,14.331,39.219,,
14482,Mai-Egela,14.358,39.227,,
14483,Mai-Ayni,14.344,39.132,,
14484,Mai-Awli,14.324,39.135,,
14488,Mai-Shiko,14.345,39.215,,
14489,Edarbate Ensa,14.368,39.221,,
14494,May-Agam,14.164,39.226,,
14495,Demberber,14.238,39.204,,
14755,Sero Elementary,14.322,39.224,,
14777,Gorafo,14.191,39.264,,
14778,Giraseno,14.250,39.195,,
14779,Huga,14.190,39.237,,
14781,Mai Sagla 1,14.294,39.126,,
14782,Mai Liham,14.290,39.115,,
14786,Mai Keweo,14.142,39.232,,
14787,Mai Chelot,14.143,39.242,,
14788,Mai,14.168,39.229,,
14789,Mai Mikdah,14.167,39.208,,
14790,Lahlaha,14.178,39.197,,
14829,Mai Asset,14.224,39.192,,
14837,May Chew,14.206,39.201,,
14897,Mukat Meriat,14.266,39.108,,
15023,Mai Gurngurit,14.183,39.207,,
15163,Maikodo,14.257,39.054,,
15165,Kuneto,14.378,39.112,,
15167,Mai Mesnini,14.236,39.194,,
15168,Edabalibanos,14.212,39.204,,
15592,Melhs,14.266,39.108,,
15768,Gira shigurti,14.133,39.198,,
15770,Mai dambur,14.239,39.180,,
15820,May Aset,14.222,39.191,,
15821,May-kodo,14.219,39.182,,
15874,May-Chaa,14.244,39.243,,
15946,Atsabea,14.206,39.256,,
15962,Mai,14.183,39.270,,
15964,Mai Adi 2,14.147,39.193,,
15980,Mai Geno,14.157,39.193,,
15999,Betyohaness,14.206,39.254,,
16018,Mai Wahabit,14.315,39.099,,
16057,May Kodo,14.254,39.217,,
16064,Tahtay Megaria Tsebri Junior Primary,14.305,39.083,,
16067,Sahil,14.312,39.218,,
16685,Mai Tebay,14.217,39.227,,
16686,Mai kalay,14.221,39.225,,
16687,Mai maka,14.229,39.210,,
16688,Mai momona,14.329,39.190,,
16696,Golgol Hizaeti,14.277,39.169,,
16918,Mimkae,14.323,39.054,,
16930,Mai eshet,14.241,39.153,,
16931,Mai lahlaha,14.249,39.155,,
17000,Secondary School Sero,14.329,39.225,,
17365,Adi Akeyti,14.261,39.097,,
17537,Enda Berabr,14.207,39.180,,
17573,Beles,14.339,39.130,,
17997,Adi Guaba,14.381,39.102,,
18004,Endalendiya,14.278,39.077,,
18267,Airasur,14.337,39.209,,
18268,Gewhi,14.209,39.250,,
18325,May Gebrihel,14.211,39.168,,
18359,May-shawl,14.212,39.186,,
18440,Domomanu,14.301,39.133,,
18494,Mai Wedi Aderi,14.182,39.224,,
26,Wenberet,13.926,39.099,,
272,Daeru,13.949,39.160,,
2162,Gura Beay,13.895,39.128,,
2751,Genfel,14.007,39.056,,
4378,Mai Minguda,14.013,39.164,,
4500,Mai tsirngif,14.068,39.170,,
4532,Mai daero,14.057,39.182,,
4756,May-Asa,14.049,39.025,,
4790,Gunaguna,14.090,39.079,,
5071,Endasenbet,13.957,39.190,,
5187,Ayni/Genfel,13.986,39.064,,
5272,Endazawi,14.069,39.020,,
5287,Girat raesi,13.901,39.122,,
5432,Mayti'ti',14.111,39.086,,
5433,Adisesel,13.983,39.085,,
5457,Mayqa'qu'h,14.110,39.089,,
5504,Mai Kolkual,14.015,39.157,,
5765,May hutsa,14.089,39.122,,
5768,Gra-Maere,13.924,39.174,,
6073,Embabahire 1,13.867,39.096,,
6215,Mai Cheu,14.014,39.056,,
6220,Mayfilfil,13.963,39.088,,
6404,Melahsa,14.079,39.115,,
7092,Dembe Hanse,13.929,39.081,,
7835,Migar Genfel,14.008,39.152,,
7836,Adi Garo,14.062,39.194,,
7942,Gra Awalo,14.004,39.164,,
9080,Misgar mezabr,14.017,39.175,,
9625,Enda Agamat,13.996,39.150,,
9815,Mai kuna,13.906,39.131,,
9924,Mai Dengola,14.074,39.118,,
10029,Gerebgereb,13.972,39.171,,
10969,Enda-Agamat,14.021,39.075,,
10984,Daeru,13.969,39.166,,
11004,Mihmas-Abagie,13.958,39.151,,
11167,Grahutsa,14.067,39.031,,
11179,Kerni-haresh,14.081,39.069,,
11181,Hidad,14.060,39.066,,
11182,Endamefles,14.050,39.059,,
11184,Riwa-hizaeti,14.051,39.021,,
11258,Machelot,14.060,39.053,,
11422,Maichihi,14.042,39.153,,
11430,Frawna,14.056,39.152,,
11440,Maysegalu,13.897,39.102,,
11449,Ruba agam,13.886,39.103,,
11546,Genfel,14.007,39.154,,
11547,Shindibu,14.053,39.195,,
11669,May-Haras,13.978,39.155,,
11851,Maymilehas,14.028,39.083,,
11886,Endatekili,13.943,39.163,,
11887,Kusihina,13.958,39.204,,
11896,Daero-Sewhi,14.019,39.175,,
11953,Tahitay-Sagalu,13.942,39.164,,
11955,Misgar Adi-Hade-Egri,13.969,39.144,,
11956,May-Kuhle,13.968,39.154,,
11958,Ela-Endawan,13.954,39.132,,
12097,Tsedia,14.040,39.133,,
12118,Sibhito,13.914,39.128,,
12326,Haresto Meselteni,13.905,39.128,,
12421,Egri adikeshi,13.902,39.114,,
12430,Maynetae,13.954,39.085,,
12431,Endageba,13.980,39.096,,
12433,Mayferesegna Prim. Sch.,13.948,39.086,,
12434,Adikilte,13.983,39.076,,
12436,Mimat Ewir,13.921,39.078,,
12440,May tewlo,13.897,39.126,,
12445,Tkuneni,14.036,39.109,,
12446,Maymendeo,14.073,39.121,,
12460,Endashahi,13.931,39.133,,
12461,E/tesfamariam,13.945,39.129,,
12463,Endalendia,13.936,39.139,,
12465,Grat wehabit,13.944,39.132,,
12466,Maygeresea,13.917,39.133,,
12468,Deru,13.935,39.145,,
12470,Adibaezer,13.959,39.085,,
12474,Godena,13.950,39.143,,
12475,Selam primery School,13.933,39.147,,
12477,Metsabib,13.963,39.090,,
12544,Embabahire 2,13.867,39.095,,
12637,Gerebgereb adimi,13.952,39.132,,
12638,Genafil,13.957,39.095,,
12653,Endamincheal bete hawa,14.085,39.107,,
