lon,lat,type,name
36.88049999,-1.309040081,hospital,Cana Family Health Center
36.77934324,-1.312481775,hospital,CFK Maternity Home
36.79648658,-1.293995571,hospital,Chinese general clinic
36.77393456,-1.310454779,hospital,Clinix Healthcare Kibera Branch
36.79648465,-1.313844505,hospital,Community Royal clinic
37.54856566,-0.816706284,hospital,consolata dispensary
36.86317996,-1.30838051,hospital,Coptic Hospital Lunga Lunga
36.81149714,-1.264523458,hospital,Dinesh Chandaria Medical Center
35.73206886,0.055391682,hospital,Eldama Ravine Nursing Home
35.72441996,0.046448862,hospital,Eldama Ravine Sub-County Referral Hospital- Opd Block
35.72472439,0.04578996,hospital,Eldama Ravine Sub-County Referral Hospital-Laundry
35.72464828,0.045872019,hospital,Eldama Ravine Sub-County Refferal Hospital- Orthopedic Ward
36.01352018,-1.541331368,hospital,Enterit clinic
38.24663814,-0.850926828,hospital,Enziu Dispensary
36.79238003,-1.312022446,hospital,Frepals Maternity
39.68782332,-3.549407549,hospital,ganze health
39.73417089,-0.393921076,hospital,Garissa R.H
37.55966783,-0.377371008,hospital,gatumbi health centre
36.85896227,-1.254257806,hospital,GEOJAN CHEMIST
39.71166632,-4.032071648,hospital,Gertrude's Children's Hospital
36.83223053,-1.256140969,hospital,Gertrude's Children's Hospital
36.88737306,-1.295370119,hospital,Getrudes Children's Hospital Donholm
36.84548827,-1.26573171,hospital,Glory Hospital
36.84548408,-1.265810667,hospital,Glory Hospital
36.87964336,-1.247564018,hospital,Green wood medical clinic
38.49088504,-3.096956522,hospital,Health Centre
36.55757803,-0.784458671,hospital,heni dispensery
37.62712606,-1.783676161,hospital,High Dependency Unit
40.03014025,-1.498530018,hospital,Hola District Hospital
36.86105204,-1.261427603,hospital,Hope chemist
36.84420785,-1.263884757,hospital,Huduma Bora Medics Clinic
36.89226348,-1.316554458,hospital,Huruma Nursing Home
34.74449434,0.161956684,hospital,Iguhu Dispensary
40.51056906,-1.599044711,hospital,Ijara Health Center
37.59028684,0.366403792,hospital,isiolo general hospital
37.58567243,0.356220031,hospital,isiolo manyatta hospital
35.00384065,-0.558663359,hospital,Itibo Health Centre S.D.A.
38.23122357,-1.252749231,hospital,Itiko Dispensary
37.96959688,-0.852293749,hospital,itongolani dispensary
36.79169079,-1.293483018,hospital,Jamko health clinic
34.77040339,-0.08841814,hospital,Jaramogi Oginga Odinga and Referral Hospital
39.6820435,-4.036828964,hospital,Jocham
36.85789265,-1.263356949,hospital,Johana Justin Jinnich(Shofco Mathre)
35.74273408,0.485080225,hospital,Kabarnet Refferal Hopital-ICU
39.74747372,-3.475482683,hospital,kachororoni health centre
37.93309494,-0.888281031,hospital,kairungu dispensary
37.87332426,-1.061138925,hospital,Kakululo dispensary
37.42364488,3.127321141,hospital,Kalacha Referral Hospital
38.25550133,-0.991249862,hospital,Kalitini Dispensary
38.12408876,-0.980241741,hospital,kanynga health centre
35.12160823,1.236856641,hospital,Kapenguria County Referral Hospital
35.12143322,1.237268276,hospital,Kapenguria County Referral Hospital
35.12125829,1.236073268,hospital,Kapenguria Referral Hospital
35.12188324,1.237679995,hospital,Kapenguria Referral Hospital Ward Seven
35.73384415,0.496604923,hospital,Kaptimbor Dispensary
37.65306025,-0.46837484,hospital,karurumo health centre
36.91343424,-1.221634936,hospital,Kasarani Maternity
38.11925726,-1.020796573,hospital,katalwa dispensary
39.31853653,-4.137558402,hospital,Katsutsu Clinic and one world computer college
36.89345765,-1.241954933,hospital,Kemrif
34.54915568,0.42661469,hospital,Khalaba Health Centre
36.82989073,-1.171632777,hospital,Kiambu Sub-County Hospital Staff Houses
36.78815329,-1.306065009,hospital,Kibera Health Centre
39.31087522,-4.395956719,hospital,kibuyuni Dispensary
37.96486244,-0.934322825,hospital,Kiio dispensary
39.07609082,-4.351136671,hospital,Kilimangodo Dispensary
39.31322643,-4.139391524,hospital,KINANGO DISTRICT HOSPITAL
40.90683938,-2.278598878,hospital,King Fahd Lamu district Hospital
37.99947568,-0.931496112,hospital,kiomo dispensary
34.77134342,-0.671138777,hospital,Kisii teaching and referral hospital
34.77189226,-0.67085111,hospital,Kisii teaching and referral hospital
36.9587816,-1.469478928,hospital,Kitengela Medical Services
37.83763697,-1.473556976,hospital,Kiusyani Heath Center
34.70855668,-0.062400042,hospital,Kodiaga Sub-County Hospital
35.75004846,0.771412994,hospital,Kombosang Dispensary
35.71168558,0.777148647,hospital,kuikui health center
37.9960769,-0.843483279,hospital,kyethani health centre
37.86124896,-0.915061379,hospital,Kyusyani dispensary
36.79741915,-1.313215443,hospital,Laini Saba Health Services
36.89229374,-1.246094419,hospital,legacy dispensing chemist
40.00988672,1.628529649,hospital,Leheley Health Center
36.88724147,-1.254545557,hospital,lema dispensing chemist
37.43936975,0.303740181,hospital,Leparua dispensary
35.69373808,0.751036839,hospital,Likwon Dispensary
36.86590575,-1.261479067,hospital,Lions health clinic mathare valley
34.76620824,-0.099315033,hospital,Lumumba Sub-County Hospital
36.81196837,-1.263774703,hospital,M. P. Shah Hospital
37.16028959,-0.720643722,hospital,Maathai Supermarket
37.58108686,-0.782981109,hospital,makima clinic
37.58659159,-0.799496057,hospital,makima dispensary
36.78827642,-1.310027218,hospital,Makina Clinic
37.62783609,-1.784172538,hospital,Makueni County Referral Hospital
36.78349052,-1.306592147,hospital,Mareba Medical Clinic
36.93443804,-1.390902106,hospital,Mariakani Cottage Hospital
36.78920312,-1.307983124,hospital,Marie Stopes Clinic
35.98260998,0.470782961,hospital,Marigat Sub County Hospital
35.98517996,0.477169972,hospital,Marigat Sub County Hospital Septic Tank
37.99107173,2.323847577,hospital,Marsabit Referral Hospital
39.46527005,-3.626615522,hospital,maryango dispensary
38.23631666,-1.047850507,hospital,Mathuki Health Centre
34.17901787,0.206283541,hospital,Matibabu Hospital
38.30170095,-1.056604064,hospital,Matulani Dispensary
39.52910562,-3.522676654,hospital,mbazizo medical clinic
39.18237553,-4.349545367,hospital,Mbegani Dispensary
34.20812529,-0.422770329,hospital,Mbita District Hospital
37.54327274,-0.835661539,hospital,mbondoni dispensary
37.45438358,-1.6589376,hospital,Mbooni Sub County Hospital
37.45434955,-1.658965931,hospital,Mbooni Sub-County Hospital
37.45459539,-1.65903525,hospital,Mbooni Sub-County Hospital
36.82257844,-1.262162863,hospital,Mediheal Group of Hospitals - Parklands
35.29533935,0.507662832,hospital,Mediheal Hospital and Fertility Centre - Eldoret
40.03661326,-1.497752764,hospital,Medina
36.88631015,-1.320975409,hospital,Mednoor Medical Clinic
36.84472837,-1.283857324,hospital,"Melawa Road nairobi, kenya"
36.87075376,-1.311725476,hospital,Melihelp medical centre
36.87039996,-1.310690059,hospital,Melihep Medical Clinic
36.83464972,-1.315811737,hospital,Meridian Medical Centre
36.88706117,-1.319417129,hospital,Mertenity clinic
39.31545744,-3.544059811,hospital,midoina dispensary
34.7832588,-0.076107638,hospital,Migosi Sub-Couunty Hospital
37.70672597,-1.052134246,hospital,Mikuyuni Dispensary
39.58572269,-3.434990715,hospital,mirihini dispensary
39.59052284,-4.015287641,hospital,Miritini Sheikh Said & Juma
39.40731774,-3.555363561,hospital,mitangani dispensary
36.89092448,-1.257696315,hospital,Mkunga Hospital
36.84569162,-1.265786779,hospital,Mlango Kubwa Health Centre
38.55986106,-3.389346977,hospital,Moi Hospital Voi
35.28157903,0.512588877,hospital,Moi Teaching & Referal Hospital Physiotherapy
39.05227348,3.514489044,hospital,Moyale Gen Hospital
37.51767265,0.553444117,hospital,mugurnanyore simba clinic
36.88716469,-1.322288434,hospital,Mukuru Medical Clinic
38.02851788,-0.944112469,hospital,Muliluni dispensary
37.47639605,-0.832722173,hospital,mulukusi dispensary
34.48784097,0.33564556,hospital,Mumias Mission
36.85471323,-1.263663308,hospital,Muradi Medical Centre
38.17770595,-0.87723888,hospital,Mutuangombe Dispensary
36.89189996,-1.251070001,hospital,Mwangaza Ulio na Tumaini Clinic
35.66577446,-1.603999254,hospital,Naikarra Dispensary
36.80508507,-1.296094903,hospital,Nairobi Hospital
36.82838408,-1.31365742,hospital,Nairobi South Hospital
36.82566356,-1.306639002,hospital,Nairobi West
36.79628164,-1.29410001,hospital,Nairobi Women's Hospital
35.86685758,-1.084747142,hospital,Narok District Hospital
36.78517176,-1.307773324,hospital,Natural Health Centre
39.50929172,-3.3674283,hospital,ndigiria dispensary
39.65968695,-3.472863506,hospital,ndungicha dispensary
38.26724303,-1.118643475,hospital,Nduu Vani Dispensary
36.77855165,-1.312061758,hospital,Nebtim Medical Center
36.88510836,-1.227210327,hospital,Neema Hospital
36.78632905,-1.30719841,hospital,New Makina Clinic
38.27305303,-1.3840872,hospital,Ngelani Dispensary
39.63235432,-4.128152733,hospital,Ngombeni Dispensary
37.9143453,-1.079115257,hospital,Ngongoni dispensary
37.54367264,0.285785725,hospital,ntirim dispensary
36.36232713,0.0385371,hospital,Nyahururu General Hospital
34.92908715,-0.557746212,hospital,Nyamira County Referral Hospital
37.53722168,-1.815581708,hospital,Nziu Health Centre -Maternity wing
36.88129995,-1.30895006,hospital,Olive Link Medical Center
34.46860433,-0.693466323,hospital,ongako dispensary
37.62781564,-1.783931223,hospital,Operating Theatre
34.30168518,-0.837906464,hospital,osani community health centre
34.37906146,-0.817824178,hospital,otange community health center
36.66856516,-1.265363325,hospital,P.C.E.A Kikuyu Hospital
39.67156344,-4.067497678,hospital,Pandya Memorial Hospital
36.84420995,-1.265366678,hospital,Pangani family Hospital
37.62816156,-0.230264416,hospital,PCEA Chogoria Hospital
37.57502784,0.340897996,hospital,pepo la tumaini dispensary
39.68540757,-4.048221312,hospital,Plasma Medical Center
36.86755447,-1.259691124,hospital,Precise hospital
35.62622009,0.586750783,hospital,proposed chemura dispensary
36.88782175,-1.325066616,hospital,Proposed Health Centre
35.25939666,0.463879961,hospital,Racecourse
36.829104,-1.171955731,hospital,Radiant Hospital
36.82866856,-1.171596735,hospital,Radiant Hospital Kiambu
39.5224524,-4.400031916,hospital,Rafiki Kenia Health Centre
36.80283453,-1.315230033,hospital,Rail Side Clinic
34.97425664,-0.895330631,hospital,RAMASHA DISPENSARY
37.62249967,-1.783611118,hospital,Rapha makueni nursing home
37.73309167,-3.428312433,hospital,Rekeke Health Center
36.77539369,-1.315634544,hospital,Revival Medical Centre
36.84206184,-1.313915835,hospital,RTI health centre
36.88515697,-1.227220804,hospital,Ruaraka Uhai Neema Hospital
36.77402718,-1.322261528,hospital,Saint Mary's Hospital
36.79910307,-1.311718519,hospital,Saola Health Clinic
39.68691665,-4.028441445,hospital,SayidaFatma
36.89219215,-1.327984272,hospital,Scion Health care
36.9006039,-1.218513851,hospital,Shekinah Medical Centre
36.85796499,-1.263655009,hospital,Shofco Mathare Clinic
36.88511749,-1.32013068,hospital,Sidarec Mukuru Community Clinic
36.96350773,-0.425749425,hospital,Sikh Temple Road
36.86095087,-1.255943659,hospital,SINAI CHEMIST
36.78882292,-1.307230345,hospital,St Augustus Medical Clinic
34.72405163,-0.076298327,hospital,St Jairus
36.91696277,-1.305128918,hospital,St Mary's Hospital
34.29361836,0.16300065,hospital,St Paul's Health Centre
36.88590782,-1.315300609,hospital,St Teresa Medical Clinic
36.85916787,-1.254862058,hospital,ST. FRANCIS HEALTH SERVICES
37.10266334,-1.054691649,hospital,St. Mulumba Hospital
36.78882284,-1.307249204,hospital,St.Angela Clinic
36.78251369,-1.307205283,hospital,St.Perys Medical Clinic
34.76471149,-0.096916216,hospital,Star Hospital
34.78968529,-0.08413264,hospital,Star Hospital Kisumu Annex
36.81072349,-1.278273468,hospital,Student's Clinic
35.98486999,0.477423692,hospital,Sub County Referral Hospital
35.98486999,0.477413298,hospital,Sub County Referral Hospital
36.81688738,-1.312160916,hospital,The Aga Khan Hospital
36.83502204,-1.316488157,hospital,The AgaKhan University
36.84533497,-1.265316722,hospital,The Great Medical Hospital
36.84502492,-1.265036766,hospital,The Jordon Hospital
37.54677286,-0.750215579,hospital,Thiba dispensary
37.91105967,-1.039636661,hospital,Thitani helath centre
36.98572346,-0.438260925,hospital,Thunguma Medical Clinic
36.86430213,-1.258927281,hospital,Total community Development Health Care
34.76603927,-0.089840968,hospital,Tuungane Hospital
35.28073405,0.513582719,hospital,Uasin Gishu Memorial Hospital
36.79909855,-1.317932862,hospital,Undugu Medical Clinic
36.85715563,-1.264482555,hospital,UnduguMedical Clinic
36.81555222,-1.279612225,hospital,University Mobile Clinic
36.78605035,-1.307868459,hospital,Upendo Vision Clinic
36.87212814,-1.258015749,hospital,Urban rural initiative overal dev.health providers
36.88767012,-1.310095279,hospital,VAVEL MEDICAL CENTRE
36.78509993,-1.311338316,hospital,Vipawa Medical Services
36.88979996,-1.25023005,hospital,Vission Medical clinic and maternity
36.77823406,-1.317927413,hospital,Wema Clinic
37.90137455,-0.89298814,hospital,Wikivuvwa dispensary
38.24436999,-1.435977383,hospital,Zombe Health Centre
34.36262707,0.156446421,hospital,-
37.53725387,-1.816025027,hospital,-
35.30791313,3.953024183,hospital,-
36.83413616,-1.307019205,hospital,-
35.27975505,0.516531557,hospital,-
36.87839998,-1.309320037,laboratory,Access Afya
36.88049999,-1.309040081,laboratory,Cana Family Health Center
36.86399996,-1.311000022,laboratory,Duka la dawa
36.87459996,-1.310090083,laboratory,Flodo Medical and curative services
36.89041896,-1.259861612,laboratory,Jerusalem in Dandora
36.87229997,-1.310630045,laboratory,Lunga Lunga Medical Center
36.86719992,-1.312180026,laboratory,Modan Medical Center
36.88129995,-1.30895006,laboratory,Olive Link Medical Center
36.87059995,-1.310730041,laboratory,St. Joans Medical Center
35.53145597,-0.301654343,pharmacy,24HRS CLINIC
36.85681558,-1.263407073,pharmacy,4B Dispensing
36.80822677,-1.296073948,pharmacy,5th Avenue Ngong Pharmacy
36.77686354,-1.259845015,pharmacy,A B C Pharmacy
36.74162224,-1.289484263,pharmacy,Abijo
36.87839998,-1.309320037,pharmacy,Access Afya
37.15625664,-0.71989153,pharmacy,Acess Health Pharmacy
39.48851575,1.028126968,pharmacy,Ademasajida Dispensary
36.78200307,-1.307840464,pharmacy,Ado pharm Chemist
34.75498597,-0.121127846,pharmacy,Afya Check
37.15927806,-0.72240761,pharmacy,Afya Chemists
36.87393469,-1.316865259,pharmacy,Afya dispesing clinic
36.84113002,-1.306884005,pharmacy,Afya Medical Clinic
36.85440419,-1.261584176,pharmacy,Afya stakaseas health centre
36.84519164,-1.264111069,pharmacy,Afyw Chemist
36.75111492,-1.289968318,pharmacy,Agrovet
39.49339779,1.017178945,pharmacy,Alhamdu Pharmacy
36.75203667,-1.291026701,pharmacy,Alkem Chemist
36.86600868,-1.315986919,pharmacy,All saint medical clinic
36.85825919,-1.263607903,pharmacy,Alphamed
36.78681336,-1.309689008,pharmacy,Alshariff chemist
36.77835652,-1.311943405,pharmacy,Amalasia
36.78707378,-1.306963549,pharmacy,Amanda Chemist
36.86910864,-1.257500849,pharmacy,Amani Chemist
36.83924744,-1.308895158,pharmacy,andrews chemist
39.66930124,-4.034677078,pharmacy,Animal Clinic Tudor
36.77494299,-1.311114351,pharmacy,Ant Hill Chemist
36.74140825,-1.286751763,pharmacy,Assurelab
39.56661748,-4.281083155,pharmacy,Atlas Phamaceutical
36.77564925,-1.311131953,pharmacy,Ayany Chemist
36.77830455,-1.312102326,pharmacy,Balozi
36.85529845,-1.262037302,pharmacy,Baraka chemist
36.83928156,-1.308361315,pharmacy,baraka chemist
36.86318784,-1.261115041,pharmacy,Baraka chemist
36.87561158,-1.251401254,pharmacy,Baraka medical centre
36.74272195,-1.281325654,pharmacy,Bare Chemist
36.07384893,-0.283163865,pharmacy,Bark Chemist Ltd
36.77551388,-1.312505328,pharmacy,Barod clinic
36.84406419,-1.26515185,pharmacy,Be well chemists
36.79497574,-1.312947557,pharmacy,Bedan Clinic
36.84565407,-1.265953663,pharmacy,Beden pharmacy
36.66361916,-1.245044921,pharmacy,Begat Chemist
36.78284813,-1.307753208,pharmacy,Beienish Chemist
34.78599993,-0.114038349,pharmacy,Belin
36.86476732,-1.259937971,pharmacy,Benakim chemist
36.94965337,-1.25227842,pharmacy,Benchmark Pharmacy
36.73463794,-1.292883963,pharmacy,Bestamed Pharmacy
36.86282574,-1.261353926,pharmacy,Bethmed Chemist
40.41318384,0.613962464,pharmacy,Biyamathow Dispensary
36.85930249,-1.260850508,pharmacy,Blessed chemist
36.85167395,-1.263258462,pharmacy,Blessed Chemist Kosovo
36.84499098,-1.264973902,pharmacy,Blessed Medical Clinic
36.88482656,-1.253012339,pharmacy,Blossom chemist
36.77936813,-1.315312343,pharmacy,Blue Cross Community Chemist
36.88584068,-1.252673962,pharmacy,Bluerace Chemist
36.8615677,-1.263136002,pharmacy,Boodad Communicatiion Lifeguard Chemist
36.85822952,-1.264519519,pharmacy,Branmo Chemist
36.78310956,-1.310918466,pharmacy,Brimart Chemist
36.78264252,-1.307606105,pharmacy,Brimat Chemist
34.56103577,0.566280666,pharmacy,Bungoma Chemist
36.85648039,-1.261889864,pharmacy,By Grace Chemist
36.7973847,-1.313196416,pharmacy,Cahm Herbal and Nutrition Clinic
36.88049999,-1.309040081,pharmacy,Cana Family Health Center
36.89171237,-1.251154658,pharmacy,Candy Chemist
36.77856959,-1.312147756,pharmacy,Capital Chemist
36.87590578,-1.318667619,pharmacy,Caprikema medical chemist
36.79660988,-1.316966428,pharmacy,Carol Medical Clinic
36.85026269,-1.262538372,pharmacy,Cess Pharmacy
36.85567572,-1.265330803,pharmacy,Chaire Chemist
36.83894444,-1.307134037,pharmacy,chemist
36.83902272,-1.307326569,pharmacy,chemist
36.79279888,-1.315527172,pharmacy,Chemist
39.55523829,-4.304879965,pharmacy,Chemist
36.77499689,-1.311906106,pharmacy,chemist
36.78706079,-1.315026856,pharmacy,chemist
37.16063945,-0.721710906,pharmacy,Chemist
36.78892233,-1.307510719,pharmacy,Chemist
36.78923657,-1.312769945,pharmacy,Chemist
36.79014944,-1.308771861,pharmacy,Chemist
36.79038397,-1.309073944,pharmacy,Chemist
36.78943513,-1.308044563,pharmacy,Chemist
36.79770832,-1.312227133,pharmacy,Chemist
36.84404667,-1.266181734,pharmacy,Chemist
36.75461327,-1.28136245,pharmacy,Chemist
36.75576059,-1.279852702,pharmacy,chemist
36.72655309,-1.287914919,pharmacy,Chemist
36.75448997,-1.285016709,pharmacy,Chemist
36.72868629,-1.290023136,pharmacy,Chemist
36.74935438,-1.287709563,pharmacy,Chemist
36.74861024,-1.287471768,pharmacy,Chemist
36.75133595,-1.288549178,pharmacy,Chemist
36.75089833,-1.282242802,pharmacy,Chemist
34.78553549,-0.087847667,pharmacy,Chemist
34.77485275,-0.085142408,pharmacy,Chemist
36.88729997,-1.254610014,pharmacy,Chemist
36.88649992,-1.255810051,pharmacy,Chemist
36.86639794,-1.315957331,pharmacy,Chemist
36.8683438,-1.31619697,pharmacy,Chemist
36.87617543,-1.309779701,pharmacy,Chemist
36.84928712,-1.313779042,pharmacy,chemist
36.84667892,-1.313800751,pharmacy,Chemist
36.74859825,-1.287585008,pharmacy,Chemist and Beauty Shop
36.88619993,-1.256080032,pharmacy,Chemist in Korogocho/NO NAMES- 2 CHEMIST
35.87077838,-1.090947236,pharmacy,Chemist Warehouse
36.79985409,-1.315109166,pharmacy,cheupe chemist
35.53302188,-0.300601744,pharmacy,CHEWEN
39.66126049,-4.04602936,pharmacy,Citadel Pharmaceutical Ltd.
36.84493255,-1.260030255,pharmacy,Clinic
36.84025436,-1.309616002,pharmacy,clinic
36.74535982,-1.28602195,pharmacy,Clinic
36.74551715,-1.286119767,pharmacy,Clinic
36.75341969,-1.287226681,pharmacy,Clinic
36.86818697,-1.314849159,pharmacy,clinic
36.87689535,-1.31684137,pharmacy,Col-phrm chemist
36.79309618,-1.315433211,pharmacy,community chemist
36.79239562,-1.310599535,pharmacy,community chemist
36.79025438,-1.311445269,pharmacy,Community chemist
36.79510809,-1.316341641,pharmacy,community chemist
36.79220368,-1.314794761,pharmacy,Community Chemist
36.79233754,-1.312194359,pharmacy,Community Chemist
36.78732818,-1.311432863,pharmacy,Community Herbalist
36.79601828,-1.314296038,pharmacy,community pharmacy
36.86478073,-1.258772719,pharmacy,Cordial medical clinic
34.78139659,-0.086928508,pharmacy,Corner Mbuta Pharmacy
36.85204996,-1.266110069,pharmacy,Cosmetics Pharmacy
36.84430668,-1.265493328,pharmacy,Cosmetics Pharmacy
36.36142767,0.035021562,pharmacy,Creation Pharmacy
34.56082379,0.564009841,pharmacy,Cross Roads Chemist
37.15468377,-0.721834707,pharmacy,Daesak Chemist
34.78452237,-0.079085058,pharmacy,Daestate
34.78427326,-0.079433326,pharmacy,Daestate Pharmacy
40.31550985,0.214691428,pharmacy,Dagahley Despensary
36.84813033,-1.314474237,pharmacy,Daine pharmacare
34.78788007,-0.098854112,pharmacy,Daraja Mbili Chemist Manyatta
40.25543382,1.878135266,pharmacy,Dasheq Dispensary
36.86194178,-1.258387738,pharmacy,Dawa house
36.87634089,-1.254286305,pharmacy,Dawaline Pharmacy
36.87455873,-1.254267362,pharmacy,Deli pharmacy
34.77838162,-0.088205072,pharmacy,Denrose pharmacy
34.70935648,-0.075675551,pharmacy,Dentosh
36.86926639,-1.257531945,pharmacy,Deslan chemist
36.7455573,-1.286208029,pharmacy,Dispensing
36.85824234,-1.263825749,pharmacy,Dispensing chemist
36.87445689,-1.257507051,pharmacy,Dispensing Chemist
34.77755902,-0.082676704,pharmacy,Domakis
34.77494353,-0.084834373,pharmacy,Dopa Chemist
34.77125122,-0.081444648,pharmacy,Dosan Pharmacy
36.66446683,-1.245793341,pharmacy,Double B Discount Chemist
34.7798223,-0.081880171,pharmacy,Doxa Pharmaceuticals and Eye Clinic
36.86963838,-1.252287724,pharmacy,Drug Port
37.62691894,-1.782985073,pharmacy,Drug Store
36.87341015,-1.255185935,pharmacy,Drugpot dispensing chemist
36.85088169,-1.26476008,pharmacy,Duka la Dawa
36.73329055,-1.291448059,pharmacy,Duka LA Dawa
36.75333168,-1.285241763,pharmacy,Duka LA Dawa
36.86399996,-1.311000022,pharmacy,Duka la dawa
36.87629998,-1.309770061,pharmacy,Duka la dawa
36.79790237,-1.311816,pharmacy,Eagle's Family Clinic
36.84530513,-1.265268526,pharmacy,East chem medical
36.85182876,-1.262625879,pharmacy,Ebenezer Pharmacy
36.83966989,-1.309418944,pharmacy,elgomed chemist
36.77744667,-1.313561951,pharmacy,Elmac Chemist
36.7533611,-1.297875638,pharmacy,Eloc Pharmacy
35.53203055,-0.300481547,pharmacy,EMKIM CHEMIST
36.86201822,-1.261707642,pharmacy,Emmanuel chemist
36.89119999,-1.249100002,pharmacy,Empire Chemist
36.77693076,-1.313998312,pharmacy,Endojet
36.84514772,-1.311305542,pharmacy,Enina clinic & pharmacy
36.79266518,-1.311752465,pharmacy,Esther Pharmacy
34.78461859,-0.074903829,pharmacy,Ethanim Chemist
36.75058669,-1.290040067,pharmacy,Ethmill
34.74948165,-0.125851719,pharmacy,Evenly Chemist
36.74681265,-1.289946106,pharmacy,Fairview
36.85426446,-1.261485102,pharmacy,Faith care clinic
36.86258937,-1.25969171,pharmacy,Faith chemist
36.84933699,-1.313637304,pharmacy,Faith Chemist
36.86637547,-1.316596954,pharmacy,Faith medical clinic
36.78234354,-1.31308611,pharmacy,family drug center
36.86439994,-1.311900071,pharmacy,Family Medical Care Center
36.86071886,-1.259563467,pharmacy,Fast care
34.75375073,-0.124861313,pharmacy,Five Ways Pharmacy
36.80268952,-1.264439137,pharmacy,Flametree Pharmacy Ltd
36.87459996,-1.310090083,pharmacy,Flodo Medical and curative services
36.87472108,-1.310134507,pharmacy,Flodo medical clinic
34.29462519,0.180686634,pharmacy,Floh's Phamacy
37.15707379,-0.720705748,pharmacy,Flovins Chemist
36.79349172,-1.315620546,pharmacy,Friends chemist
36.36144376,0.034967834,pharmacy,Fros Chemist
36.75015167,-1.28975173,pharmacy,Galena
36.74840647,-1.291710748,pharmacy,Galex
36.75081166,-1.288608354,pharmacy,Galex Chemist
39.16299372,1.814641427,pharmacy,Garse Ghoftu Dispensary
36.88831326,-1.32025205,pharmacy,Gastine pharmacy
34.76428829,-0.076825045,pharmacy,Geofry Pharmacy
34.72880559,-0.076311905,pharmacy,Getway Medical
36.74841066,-1.291704378,pharmacy,Gg
36.86447253,-1.260364442,pharmacy,Giant Foundation Heath Service Chemist
36.84541384,-1.26602625,pharmacy,Gifted pharmacy
36.85969334,-1.261657518,pharmacy,Glorious Chemist
36.87407098,-1.316660573,pharmacy,Glory Medical Clinic Pharmacy
36.85565812,-1.265289564,pharmacy,Glory2 Chemist
36.79631106,-1.312608928,pharmacy,Godled Medical Center
36.85994102,-1.260597626,pharmacy,Gods gift
36.89142077,-1.246818951,pharmacy,Gonga Njaa
36.80242725,-1.260623778,pharmacy,Goodlife
36.84029979,-1.229409906,pharmacy,Goodlife Chemist Kiambu Road
36.96878557,-1.447353721,pharmacy,Goodlife Pharmacy
36.74085983,-1.265318733,pharmacy,"Goodlife Pharmacy Shell Tegemeo, Mountain View"
36.87524302,-1.232461841,pharmacy,Goodlife Pharmacy Shell Thome
36.78855663,-1.300152833,pharmacy,"Goodlife Pharmacy, Total Ngong Road"
36.80222877,-1.263905964,pharmacy,Goodlife Pharmcy
36.70839923,-1.322579537,pharmacy,Goodlife Shell Karen
36.80349326,-1.257190802,pharmacy,Goodlife Westgate
36.79038975,-1.309082075,pharmacy,Goodwill Chemist
36.86183072,-1.261864719,pharmacy,Gracious chemist
36.74969284,-1.290188259,pharmacy,Grahama's Chemist
36.84551778,-1.265493664,pharmacy,Great pharmacy
36.66388202,-1.245332001,pharmacy,Greatmed  medical center
34.77825664,-0.097663379,pharmacy,Gweja Chemist
39.42915268,1.526520882,pharmacy,Hadado Health Center
36.81151139,-1.289783832,pharmacy,Haltons Pharmacy
36.77177924,-1.303296215,pharmacy,"Harmony Court, Jamhuri"
34.77606654,-0.083163524,pharmacy,Hellmart
34.7755767,-0.087583302,pharmacy,Helmart Chemist
36.78610383,-1.307713645,pharmacy,Herbal Chemist
36.78811859,-1.311477539,pharmacy,Herbalist
36.78268183,-1.307532345,pharmacy,Herberlist
36.77902028,-1.31544176,pharmacy,Hiltop Chemist
34.78604167,-0.114305061,pharmacy,Himli
34.77960412,-0.081901126,pharmacy,Hodos
34.76638359,-0.080764205,pharmacy,Hodos Pharmacy
34.78428089,-0.080969478,pharmacy,Home Care Pharmacy
36.78413316,-1.308522415,pharmacy,Home Pharmacy
36.77635216,-1.314655202,pharmacy,Hope Chemist
36.88778587,-1.319040865,pharmacy,Hope Medical Clinic
36.88576902,-1.323004835,pharmacy,Hope Medical Clinic
36.88429992,-1.305340058,pharmacy,Huduma Bora Medical Center
36.87226158,-1.23415641,pharmacy,Hychem Chemist
36.86894117,-1.257588607,pharmacy,HYPX MEDICARE/CHEMIST
40.90256318,-2.27105835,pharmacy,Ibnusina
36.88231148,-1.318155904,pharmacy,Imani Health Chemist
36.83992906,-1.309262872,pharmacy,Imara 2 Clinic
36.84008094,-1.310021602,pharmacy,imara community clinic
36.83504777,-1.316821337,pharmacy,Inkamed Pharmeceuticals
36.77557189,-1.311148633,pharmacy,Ja dunga
36.78287546,-1.311304536,pharmacy,Jadunga Chemist
36.79267373,-1.311909542,pharmacy,Jahoma Bay Chemist
36.78565062,-1.308547477,pharmacy,Jamii Chemist
36.77526268,-1.31216913,pharmacy,Jamii Chemist
36.8379076,-1.308178003,pharmacy,jan medical clinic
36.74233823,-1.284223362,pharmacy,Janjay Chemists
36.78745516,-1.311312164,pharmacy,Jaribu Herbs
36.22997998,0.00101199,pharmacy,Jawambo Chemist
36.75907496,-1.285498333,pharmacy,Jemamed Pharmacy
36.89042097,-1.259848955,pharmacy,Jerusalem in Dandora
37.1598943,-0.720346165,pharmacy,Jibamani Chemist
