County,sub_county,ward,Location,Sub_Location,other,scene,deaths,missing,injured,hh.destroyed,hh.damaged,hh.affected,hh.displaced,hh.evacuated,p.affected,p.displaced,p.evacuted,services.disrupted,roads,lost.livestock,bridge,schools,latrine,wall,hospitals,drainage,inst.church.mosque,health_center,acreage.crops.destroyed,cholera_outbreak,cholera.cases,situation,data_source,dref no,glidenumber,Date,flood
Nyeri,Kieni,,,Kieni,,Kieni,0,0,0,,,43,,,,,,,,,,,,,,,,,,,,gitonga (krcs rm) reported floods at kieni nyeri at around 1427hrs. several hhs still marooned with 43 others seeking refuge at rimuria primary school. nyeri krcs are embarking on final needs assessment report.,eoc,,,21/04/2018,1
Nyeri,,,,,Kiaru,Kiaru,1,0,0,,,,,15,,,,,,,,,,,,,,,,,,"at a 2039hrs, gitonga (krcs central) reported a landslide incident at kiaru village, mukurweni central in nyeri county. following the heavy downpour experienced in the area, one person was buried alive.  at least 15 families were evacuated to safer grounds by nyeri county rcat together with combined efforts of villagers and the nps. the body has been retrieved.",eoc,,,04/05/2018,1
Nyeri,Othaya,,,,,Othaya,0,0,0,,,,,,,,,road cut,1,,,,,,,,,,,,,"gitonga rm, reported to e.o.c at 1004hrs of a landslide incident in nyeri othaya road that was partially blocked due to landslide in several sections. the incident affected transportation in that route.",eoc,,,22/05/2018,1
Nyeri,,,,,,,1,,na,,,,48,,,,,,,na,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Nyeri,,,,,Jua Kali,Jua Kali,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1320hrs e.o.c via social media captured reports of flash floods incidents in jua kali area.
several houses was reported to have been affected by water after it poured heavily yesterday
night. krcs nyeri branch closely monitors the situation in case of any major incident.",eoc,,,27/04/2019,1
Samburu,,Maralal,,,,Maralal,3,,,,,,,,,,,,,,,,,,,,,,,,,,dref,bulletin (no. 2/2006),,17/05/2006,1
Samburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,04/01/2010,1
Samburu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,09/01/2010,1
Samburu,,,,,,,,,,,,686,,,,,,,,,,,,,,,,,,,,"41 tourists were evacuated from their resorts to safer places while 45 families were rendered homeless, 600 staff of tourist lodges were aff [...]",disinventer,,,04/03/2010,1
Samburu,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,02/05/2010,1
Samburu,,,,,,,10,,,,,50000,,,,,,,,,,,,,,,,,,,,larata - wamba - maralal road 200km destroyed serolit junction - tonyowari - dome road 60km destroyed wamba - nerihilo - baragoi road 206km destroyed,disinventer,,,15/05/2010,1
Samburu,,,Samburu,,,Samburu,,,,,,,120,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Samburu,,,,,Lodundokwe,Lodundokwe,1,0,0,,,,,,,,,,,,,,,,,,,,,,,a flood incident was reported at lodundokwe in samburu east district where two people of middle age were swept away after river seia burst its banks after heavy downpour. rescue efforts were hampered by heavy rains and as such the one body was recovered and the other one is still missing.,eoc,,,04/05/2012,1
Samburu,Samburu East,,,,,Samburu East,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"one person aged 16 years drowned at river waso near west gate samburu east, early morning. one body of nyiro leleju was yet to be recovered as water level is very high.",eoc,,,12/05/2012,1
Samburu,,,Samburu,,,Samburu,0,0,0,,,,,,,,,schools,,,,4,,,,,,,,,,"at 1910hrs krcs samburu branch reported to eoc an alert on floods after loosuk, lolkunono, lesidai and loiborkare schools submerged and a vehicle swept away. instantaneous assessment was done by the branch and a report will be out by 1st august 2012.",eoc,,,31/07/2012,1
Samburu,,,,,Serelepi,Serelepi,0,0,0,,,13,,,,,,,,14,,,,,,,,,,,,"at 0906hrs salad tutana (krcs county manager) reported flash floods being experienced at serelepi samburu east, the flash floods affected approximately 13 families, while14 goats were swept away, krcs is conducting assessment to the area, and the county manager will distribute nfis tomorrow morning.(brief; 13 hhs, 14 goats)",eoc,,,29/11/2015,1
Samburu,,,Samburu,,,Samburu,0,0,0,,,13,,,,,,,,,,,,,,,,,,,,"at 0930hrs tutana (krcs county manager) reported flooding incident that was as a result of heavy rainfall from last evening and into early morning today in samburu county, 13 households were affected by floods in sereolitie area. (brief; 13 hhs)",eoc,,,30/11/2015,1
Samburu,,,,,Maralal Stadium,Maralal Stadium,0,,,,,350,,na,,,,20x2m masonary wall,,0,,,,1,,,,,,,,,wra,,,01/05/2017,1
Samburu,,,,,Mbukiwa Primary School,Mbukiwa Primary School,0,,,,,200,,na,,,,2kmx10m deep gulley created as a result of the flood.,,0,,,,,,,,,,,,,wra,,,01/05/2017,1
Samburu,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,2kmx10m deep gulley created as a result of the flood.,disinventer,,,01/05/2017,1
Samburu,,Maralal,,,,Maralal,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.o.c received flood reports via media in samburu maralal after heavy down pour over the night, the town area was flooded due to poor drainage system, lots of property was destroyed in the area.",eoc,,,02/05/2017,1
Samburu,,,,,Ewaso Nyiro River,Ewaso Nyiro River,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"eoc via social media at 0410hrs captured a report of flash floods at ewaso nyiro river after a lorry of sand harvesters were carried away by surprise in the river. the two occupants of the lorry were rescued by passing people. the local chiefs have advised the residents to move to higher areas.krcs closely monitoring the floods situation.

",eoc,,,01/03/2018,1
Samburu,,,,,"Archers Post,River Ewaso Ngiro North 5ed 01","Archers Post,River Ewaso Ngiro North 5ed 01",0,,,,,na,,na,,,,2nd gauge plate at the rgs 5ed 01  washed away,,0,,,,,,,,,,,,,wra,,,15/03/2018,1
Samburu,Samburu East,,,,,Samburu East,2,3,0,,,,,,,,,schools,,,,4,,,,,,,,,,"at 1300hrs, eoc through social media monitoring captured an incident that was a result of flash floods in samburu east constituency. two people were swept away while 3 others reported to be missing. search and recovery operations ongoing by samburu county disaster team.",eoc,,,18/03/2018,1
Samburu,,,,,,,11,,na,,,,15,,,,,,,8000,,na,,,,,,,na,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Siaya,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,15/05/2002,1
Siaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,07/09/2003,1
Siaya,,,,,,,,,,27,,365,,,,,,,,,,,,,,,,,,,,365 families affected,disinventer,,,07/09/2003,1
Siaya,,,,,,,,,,,,476,,,,,,,,,,,,,,,,,,,,sondu miriu river's banks were overflown,disinventer,,,24/04/2006,1
Siaya,,Usonga,Usonga,,,Usonga,,,,,,,,,,400,,,,,,,,,,,,,,,,,dref,mdrke007,fl-2008-000217-ken,25/11/2008,1
Siaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,fl-2008-000217-ken,01/05/2009,1
Siaya,,,,,,,5,,,101,,500,,15,,,,school,,,,,,,,,,,,,,3 class rooms were destroyed and 15 homes evacuated,disinventer,,,27/12/2009,1
Siaya,,,,,,,,,,,,,,,,,,"road,bridge",1,,1,,,,,,,,,,,4 roads and a bridge destroyed,disinventer,,,04/01/2010,1
Siaya,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,chilren drowned in a dam,disinventer,,,14/01/2010,1
Siaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/01/2010,1
Siaya,,,,,,,5,,,3,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,27/12/2010,1
Siaya,,,,,,,,,,,500,300,,,,,,,,,,,,,,,,,,,,,disinventer,,,06/12/2011,1
Siaya,,,,,,,,,,,500,,,,,,,,,,,,,,,,,,,,,roads were also cut off and nyadorera market was flooded,disinventer,,,06/12/2011,1
Siaya,,,,,Siaya,Siaya,,,,,,,5000,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Siaya,,,,,Siaya,Siaya,,,,,,,661,,5400,,,,,,,,,,,,,,,,,,dref,may_31st_2013_mdrke025,,31/05/2013,1
Siaya,Bondo,,,,,Bondo,3,0,2,,,,,,,,,roads impassable,1,,,,,,,,,,,,,"at 1415hrs e.o.c captured reports of flooding in bondo town siaya county, following heavy downpour yesterday night. sections of the town’s streets were sub-merged leaving them impassable. the floods were attributed to poor drainage system in the town; 3 fatalities were reported with at least 2 others injured one of them a krcs staff. assessment by krcs on going to ascertain the extent of the damage. (brief:3 fatalities,2 injuries)",eoc,,,04/04/2015,1
Siaya,,,,,Uhembo And Kamalunga,Uhembo And Kamalunga,0,0,0,,,50,,,,,,,,,,,,,,,,,,,,"at 1025hrs, james (krcs siaya) reported of an incident that was as a result of heavy downpour. the water level at kamahu dam in alego usonga increased and later the dam burst resulting into flash floods in uhembo and kamalunga villages. approximately 50hhs have been reported to be affected. joint assessment was conducted and a report will be shared.",eoc,,,12/05/2017,1
Siaya,,,,,"River Yala ,Dominion","River Yala ,Dominion",0,0,0,,,,,,,,,,,,,,,,,,,,,,,"e.o.c via social media at 2241hrs captured reports of flash floods incidents, river yala reported to have burst its banks flooding to a nearby school in dominion farm, residents of the affected area are being urged to move to higher grounds",eoc,,,15/05/2018,1
Siaya,,,,,,,1,,4,,,,1693,,,,,,,na,,na,,,,,,,na,yes,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Siaya,,West Ugenya,West Ugenya,,,West Ugenya,,,,,,,,,,,,,,,,,,,,,,,500,,,,dref,bulletin (no. 2/2006),,,1
Taita Taveta,Voi,,Voi,,,Voi,4,,,,,2000,,,,,,,,,,,,,,,,,,,,,wra,,,12/12/2007,1
Taita Taveta,,,,,,,2,,,,,10000,,,,,,,,,,,,,,,,,,,,,disinventer,,,20/03/2008,1
Taita Taveta,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,runoff water from mt kilimanjaro and overflow from river lumi,disinventer,,,07/11/2008,1
Taita Taveta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,06/01/2010,1
Taita Taveta,,,,,Bura Division,Bura Division,,,,,,35,,,,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,25/04/2010,1
Taita Taveta,,,,,Kimala And Kimarigo,Kimala And Kimarigo,0,0,0,5,,583,,,,,,"road,bridge,school",1,,,,,,,,,,,,,"flash floods have been reported in kimala and kimarigo locations in taita after heavy rainfall since wednesday this week. a total of 583hh have been affected by the flood and coast region have dispatched a team to do assessment as reported at 1234hrs and more updates after assessment.heavy down pour caused flash floods in taita taveta county, coast province with many rendered homeless as their houses were submerged by flood water while farms including crops and livestock were washed away. infrastructure like roads, bridges and schools were damaged. the kenya red cross society carried out a comprehensive rapid assessment of the situation jointly with area district officer, chiefs, and public health officers to determine the immediate needs of the affected populations. the team singled out three most affected areas jipe, bomeni, and kimurigo divisions. 473 house holds were affected, 5 houses washed away. famers lost crops and livestock including food stored was also spoilt the outcomes of the assessment showed that the most affected population is in need of immediate food, non-food items, shelter, water and sanitation and livelihoods. kenya red cross will distribute non-food items (nfis) including blankets, collapsible jerricans, tarpaulins, mosquito bed nets, kitchen sets, aqua tabs to purify water according to the flood response team leader sadique kakai kenya red cross coast regional first aid officer the operation is ongoing, there is a need to scale up health and sanitation activities in the affected communities to curb the outbreak water borne diseases. the community also need temporary toilet facilities ( mobilets) as the pit latrines have either been submerged or washed aways.kakai also pointed out that spray pumps to prevent mosquitoes breeding grounds are neededareas affectedbomeni divisionall the villages affected marekeke, merodo, majebgo, masingitini and forodani are marooned100 house holds affected out of which 30 are most affected55 houses swept awaykimuringo divisionvillages affected kimonjo a & b and ngutunihouse holds affected 198jipe divisionvilages affected rekeke, kimalahouse holds affected 473, farms crop washed away total house holds affected 583population affected 2688",eoc,,,06/04/2012,1
Taita Taveta,Voi,,Voi,,,Voi,0,0,0,30,,200,,,,,,,,,,,,,,,,,,,,"flash floods were reported to e.o.c by krcs disaster team in taita taveta at 0110hrs on the hotline number and that it had submerged houses in voi sukuma village and the residents were being hosted at a nearby school 30 houses were completely destroyed with 200hh affected and the villages affected are maweni, sofia and mwakingali.",eoc,,,26/05/2012,1
Taita Taveta,,,,,"Bomeni, Taita Taveta","Bomeni, Taita Taveta",,,,,,,105,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Taita Taveta,,,,,"Kimurigo, Taita Taveta","Kimurigo, Taita Taveta",,,,,,,168,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Taita Taveta,,,,,Jipe Division,Jipe Division,,,,,,,232,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Taita Taveta,,,,,Taita Taveta,Taita Taveta,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"in taita taveta county, an elderly woman drowned and her body washed away by raging floods.police and provincial administration officials said the body of the woman was found far from her house at mabomani village in the outskirts of voi town on wednesday evening.",eoc,,,21/03/2013,1
Taita Taveta,,Mata,,,,Mata,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0801hrs, eoc received an alert of flush floods following heavy rainfall in wanganga, ndiweni and kiriamunge villages, kimala sub-location. mata location taveta sub county. a team for assessment has been sent from the sub branch and a detailed report will be relayed later.",eoc,,,09/11/2013,1
Taita Taveta,,,,,Kimorigo And Rikeke,Kimorigo And Rikeke,0,0,0,,,935,,,,,,latrines,,,,,160,,,,,,,,,"on 11th december 2013, eoc received an update from the floods reported in taita taveta county on monday 9th december 2013.krcs conducted an assessment in the affected areas in kimorigo and rikeke locations in taita sub-county. approximately 935 households were directly affected by the floods and about 160 latrines badly damaged by the floods. the damaged latrines have contaminated food and water in the area raising the health risks to people living in the area and especially young children. the rains affected transport in the area rendering several road impassable forcing the response teams to use an alternative route to the area. a joint assessment by the krcs together with ministry of health officials, sub county administrator and deputy county commissioner concluded that evacuation will not be conducted in the meantime but urged local community members to be alert to evacuate to higher areas in the next 24hrs in case the heavy rains continued. no injuries have been reported from the incident.",eoc,,,11/12/2013,1
Taita Taveta,Voi,,Voi,,,Voi,,,,,,40,,,,,,,,,,,,,,,,,,,,,dref,may_26th_2014_mdrke025,,26/05/2014,1
Taita Taveta,,,,,Rekeke,Rekeke,0,0,0,,,2,,,,,,,,,,,,,,,,,,,,"mwanaisha (krcs taveta branch) reported flash floods at rekeke village in taveta county, the incident occurred this morning with about two houses marooned and some villages cut off after collapse of some bridges. assessments are been carried out",eoc,,,01/05/2015,1
Taita Taveta,,,,,Taita Taveta,Taita Taveta,0,0,0,,,50,5,,,,,,,,,,,,,,,,,,,"as from the previous report of taita taveta flash floods the assessment that was done indicates that 50 households affected, with 5 households displaced. the affected were integrated by relatives and friends within rekeke village. the flash floods have since subsided. (brief: 50hhs affected; 5hhs displaced)",eoc,,,02/05/2015,1
Taita Taveta,Voi,,Voi,,,Voi,0,0,0,,,,51,,,,,,,47,,,,,,,,,,,,"mwanaisha reported a floods incident in voi, taita taveta county at 1000hrs.a female adult was reported to have been swept away ,when a water pan in maburu-mabogoro  village burst it bank, it  further led to the displacement 51 families (253 affected people) and livestock too(45 chicken 2 goats).krcs will conduct a further  assessment tomorrow.",eoc,,,16/11/2015,1
Taita Taveta,,,,,"Taveta
River Basin: Lumi
Location: Kitobo  
Sub-Location: Kitobo
Village: Madarasani Shopping Centre","Taveta
River Basin: Lumi
Location: Kitobo  
Sub-Location: Kitobo
Village: Madarasani Shopping Centre",0,,,,,,,,,,,,,,,,,,,,,,40,,,,wra,,,17/11/2015,1
Taita Taveta,Kaloleni,Kaloleni,Kaloleni,Kaloleni,,Kaloleni,1,0,0,,,,,,,,,road,1,,,,,,,,,,,,,"a drowning incident was reported in kaloleni village in voi sub-county where a 7-year old boy slipped and fell into a fishpond yesterday evening (18th nov). the body was retrieved early morning today and taken to the moi hospital mortuary by rescue teams from the community, the police and krcs. in another incident, transport was disrupted in taru along nairobi –mombasa highway due to heavy rainfall that rendered the roads impassable in some roads. officers from the traffic department were deployed helping to ease traffic along the highway. (brief: 1 fatality)",eoc,,,18/11/2015,1
Taita Taveta,,,,,,,1,,,,,32,,,,,,,,,,,,,,,,,,,,32 people were displaced.,disinventer,,,18/11/2015,1
Taita Taveta,,,,,"Madarasani Village, Kitobo Sub-Location","Madarasani Village, Kitobo Sub-Location",0,,,,,16,,,,,,,,,,,,,,,,,,,,,wra,,,20/11/2015,1
Taita Taveta,,,,,"Majengo Village- Kitobo Sub Location
","Majengo Village- Kitobo Sub Location
",0,,,,,14,,,,,,,,,,,,,,,,,,,,,wra,,,20/11/2015,1
Taita Taveta,Mwatate,Mwatate,Mwatate,Mwatate,,Mwatate,1,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0924hrs mwanaisha (county manager) reported a drowning incident at mgheno water pan in mwatate, taita taveta county. the water pan was reported to have swelled up after the continuous ongoing rains. the body was found floating early this morning. (brief; 1 fatality)",eoc,,,23/11/2015,1
Taita Taveta,,,,,Maungu Town,Maungu Town,0,0,0,,,,,,,,,,,,,,,,,,,,,,,reported floods in maungu town at 2030hrs and was confirmed by krcs taita taveta cm who reported that rcat did a rapid assessment and intervention to the affected in maungu town by converging 44 adults and 34 children in a central place.,eoc,,,26/11/2015,1
Taita Taveta,,,,,"Eastleigh, Ndovuni, And Lokichogio","Eastleigh, Ndovuni, And Lokichogio",0,0,0,,,,77,,,,,latrines,,77,,,19,,,,,,,,,"at 0830hrs, mwanaisha (krcs taita taveta) reported cases that were as a result of the heavy downpour in some parts of the county. krcs conducted an assessment today in eastleigh, ndovuni, and lokichogio villages in maurungu ward. a total of 307 persons were affected and 77 households displaced; they are being hosted by other people in safer grounds. a total of 19 toilets were reported to have submerged and 77 livestock were swept away. (72 chickens and 5 goats).three injuries were also reported. in maungu town flash floods were also reported 44 adults and 33 children were affected and were evacuated to safer grounds, the raging waters swept away a lorry however no casualties were reported. (brief; 384 affected 77 hhs, 77livestock,)",eoc,,,27/11/2015,1
Taita Taveta,,,,,Taita Taveta,Taita Taveta,0,0,0,,,40,3,,,,,bridge,,,1,,,,,,,,,,,"at 0830hrs, nzuga (krcs voi) reported on rainfall update in taita taveta county. rainfall above average was witnessed in the county in the last past few days, the level of water in water bodies increased and it led to the bursting of river lumi and sweeping of kiroro bridge, this further led to the displacement of 3 households and affected 40 families. a team comprising of krcs and county representative from ministry of information went to challa to conduct an assessment later which will be shared. (brief; 40 families; 3hhs)",eoc,,,21/01/2016,1
Taita Taveta,,,Kimorigo,Kimorigo,,Kimorigo,,,,,,1939,,,,,,,,,,,,,,,,,,,,,wra,,,24/04/2016,1
Taita Taveta,,,,,,,,,,,,1939,,,,,,,,,,,,,,,,,,,,riverine,disinventer,,,27/04/2016,1
Taita Taveta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"weir at grogan canal overtopped, banana plantations swept away",disinventer,,,05/03/2017,1
Taita Taveta,,,,,Manyani,Manyani,0,0,0,,,,,,,,,,,,,,,,,,,,,,,at 2324hrs nick krcs reported of a bus passenger that was washed away by heavy rains at manyani area along the nairobi mombasa highway. several people were still feared to be trapped in water.,eoc,,,18/04/2017,1
Taita Taveta,,,,,"Survey Area     Taveta , County: Taita Taveta
River Basin Lumi, Sub County: Taveta, Location: Mahoo, Sub-Location: Mahoo, Village: Sengoni
","Survey Area     Taveta , County: Taita Taveta
River Basin Lumi, Sub County: Taveta, Location: Mahoo, Sub-Location: Mahoo, Village: Sengoni
",0,,,,,,,,,,,"weir at grogan canal overtopped, banana plantations swept away",,5,,,,,,,,,,,,,wra,,,03/05/2017,1
Taita Taveta,Garsen,,,Garsen,,Garsen,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 0625hrs hassan (0714375854) reported of a flash flood at garsen constituency in taita taveta county. farmers at mnazini and kiembeni constituency are affected by floods and most of their produce are washed away, there also likelihood of cholera outbreak in the region. assessments will be conducted by krcs taita taveta to the affected area while community advised to move on higher grounds.",eoc,,,20/11/2017,1
Taita Taveta,,,,,,,2,,,,,13377,,,,,,,,,,,,,,,,,,,,"rivers lumi, flash flood",disinventer,,,03/01/2018,1
Taita Taveta,Taveta,,,,,Taveta,1,0,0,,,25,,,,,,,,,,,,,,,,,,,,joram krcs reported flash floods at 0920hrs at taita.one person died after being swept away by the floods yesterday. approximately 25hhs were affected and they moved in with the relatives living close by.,eoc,,,05/03/2018,1
Taita Taveta,,,,,Taita Taveta,Taita Taveta,0,0,0,,,676,121,,,,,,,,,,,,,,,,,,,benson krcs taita taveta notified e.o.c of floods situation at taita taveta county at around 1128hrs brought about by heavy rainfall. six villages amounting to 676 hhs have since been affected by the situation with 121 hhs completely displaced and seeking refuge from neighbors/relatives,eoc,,,28/03/2018,1
Taita Taveta,,,,,,,2,,na,,,,1193,,,,,,,na,,6,,,,,,,200,,,,dref,june_11th_2018_mdrke043,,11/06/2018,1
Tana River,,,,,Gamba And Garissa,Gamba And Garissa,,,,,,,,,,800,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Tana River,,,,,,,,,,,,,,,,27000,,,,,,,,,,,,,,,,,dref,appeal no. 14/02,,13/05/2002,1
Tana River,,,,,Tana River District,Tana River District,,,,,,,,,,5300,,,,,,,,,,,,,,,,,dref,12/03; operations update no. 3,-,27/06/2003,1
Tana River,,,,,Malkaloni,Malkaloni,,,,,,,,,,,,,,,,,,,,,,,,,,,dref,kenya: floods update no.12,-,15/01/2007,1
Tana River,,,,,Tana Delta,Tana Delta,16,,,,,8658,,,,,,,,,,,,,,,,,,,,,wra,,,13/06/2008,1
Tana River,,,,,Maramtu,Maramtu,,,,2,,,,,,,,schools,,,,1,,,,,,,,,,,dref,mdrke007,fl-2008-000217-ken,25/11/2008,1
Tana River,,,,,Chardende,Chardende,,,,12,,,,,,,,,,,,,,,,,,,,,,,dref,mdrke007,fl-2008-000217-ken,25/11/2008,1
Tana River,,,,Tarasaa,,Tarasaa,,,,,,230,,,,,,,,,,,,,,,,,,,,,dref,nov_4th_2009_mdrke010,,04/11/2009,1
Tana River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disinventer,,,14/02/2010,1
Tana River,,,,,"Bura In Holo Village, Hilima Location","Bura In Holo Village, Hilima Location",,,,,,,25,,70,,,,,,,,,,,,,,,,,,dref,14_may_2010mdrke012,,14/05/2010,1
Tana River,,,,,Tana River District,Tana River District,,,,,,35,,,,,,,,,,,,,,,,,,,,,dref,sep_30th_2010_mdrke012,,03/09/2010,1
Tana River,,,,,Mvsumu,Mvsumu,,,,,,,1200,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Tana River,Garsen,,,Garsen,,Garsen,,,,,,,600,,,,,,,,,,,,,,,,,,,,dref,dec_12th_2011_mdrke020,,12/12/2011,1
Tana River,,,,,Oda,Oda,1,0,0,,15,,,,,,,,,600,,,,,,,,,,,,"flood alert following heavy rains on the night of 13th april 2012 in oda village kamagur location, bangale division tana river. estimated 15 house holds are marooned, about 600 herds of cattle washed away. 9 yr old boy feared dead. more updates after kenya red cross conducts assessment",eoc,,,14/04/2012,1
Tana River,,,,,Maramtu,Maramtu,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"flooding situation at maramtu is not so good, that is 100 percent crop destruction, irrigation machines almost submerged. krcs team working with residents to save 2 machines at madogo minor farm and 2 at musure first farm.",eoc,,,06/05/2012,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"willis ochieng a hydrologist at kengen called e.o.c informing that the following dams are currently spilling: kindaruma, gitaru, kamburu, masinga and kiambere dams.  residences around the area were advised to move to safer higher grounds with no casualties being reported.",eoc,,,07/05/2012,1
Tana River,,,,,Tana Delta,Tana Delta,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"flash flood reported in the tana delta, mikameni village and its environs (including garsen) after river tana burst its bank and the affected have been settled in 19 camps. a total of 8 camps (1047 households) were reached on 23rd may 2012. about 8 more camps to be visited on 24th may 2012. in total, 17 camps (1987 households) confirmed yet to receive nfi?s. only one camp of 48 households has received nfi?s. assessment will continue on 24th may 2012 with dispatch of nfi?s",eoc,,,23/05/2012,1
Tana River,,,,,Tana Delta,Tana Delta,0,0,0,,,,,,,,,,,,,,,,,,,,,,,floods in tana delta,eoc,,,06/06/2012,1
Tana River,,,,,Tana River District,Tana River District,,,,,,,1987,,,,,,,,,,,,,,,,,,,,dref,june_11th_2012_mdrke023,,11/06/2012,1
Tana River,,,,,Bura Tana,Bura Tana,,,,,,136,,,,,,,,,,,,,,,,,,,,,dref,dec_20th_2012_mdrke020,,20/12/2012,1
Tana River,Garsen,,,Garsen,,Garsen,,,,,,,,,17536,,,,,,,,,,,,,,,,,,dref,dec_20th_2012_mdrke020,,20/12/2012,1
Tana River,,,,,River Tana,River Tana,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"at 1945hrs, krcs asst. secretary general in charge of upper eastern (sahal) informs eoc that water in river tana is rising at alarming rates, with reports indicating that in mbala mbala, the water has over flown to nearby farms. in garissa, the river has burst its banks. alert messages have already been given to the chiefs, county commissioner and the general public in relevant areas. more alert messages to be issued on monday morning through public address systems and local fm radio stations to increase its reach.",eoc,,,14/04/2013,1
Tana River,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,windy rain blows away roof houses were destroyed.,disinventer,,,15/04/2013,1
Tana River,,,,,,,,,,,,,,,,,,school,,,,,,,,,,,,,,due to a windy rain a roof of one class room in equator,disinventer,,,15/04/2013,1
Tana River,,,,,"Tana Delta, Marefa","Tana Delta, Marefa",,,,,,160,,,,,,,,,,,,,,,,,,,,,dref,may_26th_2014_mdrke025,,26/05/2014,1
Tana River,,,,Hola,,Hola,,,,,,89,,,,,,,,,,,,,,,,,,,,,dref,may_26th_2014_mdrke025,,26/05/2014,1
Tana River,Bura,Bura,Bura,Bura,,Bura,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"reported flooding incident in bura and the surrounding villages. the floods started as a result of heavy downpour lasting about 3hours on friday evening. among the villages affected include; village 1, 2 and 8, nys, bulla lami, bulla halo, bulla hosingo, bulla water, bulla buskidera, bulla tunza motto, bulla bisiki, bulla duko. unconfirmed number of families were displaced by the floods after their houses were destroyed. they are currently camping at godia primary school in bura. efforts by krcs to distribute relief items to the affected families were hampered by lack of supplies at the branch.",eoc,,,15/11/2014,1
Tana River,Bura,Bura,Bura,Bura,,Bura,0,0,0,,,783,178,,,,,,,,,,,,,,,,,,,"on 16th november 2014, krcs teams conducted assessments in various villages affected by flooding in bura, tana river county. a total of 783 families were affected by the floods, with 178 currently camping at godia primary school.",eoc,,,16/11/2014,1
Tana River,,,,,Tana River,Tana River,0,0,0,,,,,,,,,roads impassable,3,,,,,,,,,,,,,"krcs tana river county manager reported flash floods in tana river sub county at 1937hrs, roads from garissa, bura and hola were affected for the whole day.",eoc,,,11/04/2015,1
Tana River,,,,,Bakuyu,Bakuyu,0,0,0,,,,150,,,,,,,,,,,,,,,,,,,"at 1430hrs, bombe krcs tana river reported floods at bakuyu village in ziwani sub-location was hit by floods after heavy downpour this afternoon. approximately 150 families displaced so far, they have lost livestock and household property and migrated to neighbours. assessment to be conducted tomorrow by krcs.",eoc,,,17/04/2015,1
Tana River,,,,,Bakuyu,Bakuyu,0,,,,,470,,,,,,,,,,,,,,,,,,,,,wra,,,11/06/2015,1
Tana River,,,,,Bakuyu,Bakuyu,0,,,,,470,,,,,,,,,,,,,,,,,,,,,wra,,,12/11/2015,1
