serial,admin_level_0_code,admin_level_1_code,admin_level_2_code,admin_level_0_name,admin_level_1_name,admin_level_2_name,event,location,year,month,day,deaths,injured,missing,affected,houses_destroyed,houses_damaged,others,sources,losses $loc,losses $usd,date,health,education,agriculture,industry,aqueduct,sewerage,energy,communication,cause,damaged roads,magnitude,damaged hospitals,damaged education centers,damage in crops Ha.,lost cattle,evacuated,relocated,latitude,longitude,comments
1093.0,314.0,314639.0,3146390888.0,ABIM,ALEREK,KOYA,DROUGHT,,2011,4,11,0,0,0,915,0,0,,Letter from PS,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,"Schools were affected by food shortage due to famine that resulted as from the drought.
The total number of children affected (25,940) is recorded in the Abim Sub-county, Kalakala Parish data card but is inclusive of those in Abim,Lotukei,Morulem,Nyakwae and Alerek Sub-counties."
1094.0,314.0,314639.0,3146390929.0,ABIM,ALEREK,WILELA,DROUGHT,,2011,4,11,0,0,0,890,0,0,,Letter from PS,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,"Schools were affected by food shortage due to famine that resulted as from the drought.
The total number of children affected (25,940) is recorded in the Abim Sub-county, Kalakala Parish data card but is inclusive of those in Abim,Lotukei,Morulem,Nyakwae and Alerek Sub-counties."
1095.0,314.0,314638.0,,ABIM,ABIM,,DROUGHT,,2009,6,2,5,0,0,0,0,0,,Letter from MP Labwor County,0,0,2011-10-03,0,0,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,Many crops dried out resulting to crop failure.
1096.0,207.0,,,KATAKWI,,,FLOOD,,2007,9,0,0,0,0,0,0,0,,Letter from Minister of State for Disaster Preparedness,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,32,0.0,0,0,0,0.0,0.0,"The estimated cost of damages is as a result of damage caused by floods on affected secondary schools.
The number of affected households (10,000), affected schools and cost of damages captured in the Katakwi data card was for Katakwi and Amuria districts."
1097.0,216.0,,,AMURIA,,,FLOOD,,2007,9,0,0,0,0,0,0,0,,Letter from Minister of State for Disaster Preparedness,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The estimated cost of damages is as a result of damage caused by floods on affected secondary schools.
The number of affected households (10,000), affected schools and cost of damages captured in the Katakwi data card was for Katakwi and Amuria districts."
1098.0,207.0,,,KATAKWI,,,FLOOD,,2010,10,5,0,0,0,0,0,0,,"Letter Ref: OPM/DM/30 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,-1,0,-1,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"The most vulnerable people in the communities affected have been children,women,the elderly and disabled."
1099.0,216.0,,,AMURIA,,,FLOOD,,2010,10,5,0,0,0,0,0,0,,"Letter Ref: OPM/DM/30 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"The most vulnerable people in the communities affected have been children,women,the elderly and disabled."
1100.0,207.0,207295.0,,KATAKWI,ONGONGOJA,,FLOOD,,2010,9,30,0,0,0,0,0,0,,"Letter Ref: OPM/DM/90 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1101.0,216.0,216418.0,,AMURIA,ACOWA,,FLOOD,,2010,9,30,0,0,0,0,0,0,,"Letter Ref: OPM/DM/90 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1102.0,207.0,207292.0,,KATAKWI,NGARIAM,,FLOOD,,2010,9,20,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1103.0,207.0,,,KATAKWI,,,FLOOD,PALAM SUB-COUNTY,2010,9,20,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1104.0,207.0,,,KATAKWI,,,FLOOD,,2010,9,15,0,0,0,0,0,0,,Letter Ref: DM/IU/01 from Minister of State for Youth and Children Affairs,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1105.0,207.0,,,KATAKWI,,,RAINS,,2010,6,4,0,0,0,0,0,0,,Letter Ref: MOS/YCA/125 from Minister of State for Youth and Children Affairs,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"A large coverage of food crops in gardens was destroyed, resulting in famine (food shortage)"
1106.0,207.0,207291.0,,KATAKWI,MAGORO,,FLOOD,,2010,5,14,0,0,0,0,0,0,,Letter Ref: COU/221/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The flooding has resulted into water logging.
Cases of Rotting Cassava in the gardens have been reported.
80 gardens were destroyed."
1107.0,207.0,207290.0,,KATAKWI,KATAKWI TC,,FLOOD,,2010,5,14,0,0,0,0,0,0,,Letter Ref: COU/221/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The flooding has resulted into water logging.
Cases of Rotting Cassava in the gardens have been reported.
Almost 50% of the area is affected."
1108.0,207.0,207289.0,,KATAKWI,KATAKWI,,FLOOD,,2010,5,14,0,0,0,0,0,0,,Letter Ref: COU/221/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The flooding has resulted into water logging.
Cases of Rotting Cassava in the gardens have been reported.
100 gardens were destroyed."
1109.0,207.0,,,KATAKWI,,,FLOOD,PALAM SUB-COUNTY,2010,5,14,0,0,0,0,0,0,,Letter Ref: COU/221/1 from District Chairperson,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The flooding has resulted into water logging.
Cases of Rotting Cassava in the gardens have been reported.
60 gardens were destroyed."
1110.0,207.0,207291.0,2072916241.0,KATAKWI,MAGORO,OMASIA,HAILSTORM,,2009,6,25,0,0,0,0,0,0,70 poultry,Letter Ref: CR/106/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1123.0,207.0,207295.0,2072952960.0,KATAKWI,ONGONGOJA,OKOCHO,FLOOD,,2010,4,20,0,0,0,0,0,0,,Letter Ref: MP46/04 from MP Usuk County,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"12 Secondary schools were affected with a population of 3500.
7000 people were affected in the Sub-counties of Usuk, Ongongoja, Katakwi and Ngariam. This data is captured in the Ongongoja Sub-County, Obwobwo Parish data card.
Other Affected sub-counties were: Obulengorok, Okuliak, Guya Guya, Oliangoi, Oramun, Aelenyang and Palam."
1124.0,207.0,207289.0,2072893116.0,KATAKWI,KATAKWI,ALELES,FLOOD,,2010,4,20,0,0,0,0,0,0,,Letter Ref: MP46/04 from MP Usuk County,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"12 Secondary schools were affected with a population of 3500.
7000 people were affected in the Sub-counties of Usuk, Ongongoja, Katakwi and Ngariam. This data is captured in the Ongongoja Sub-County, Obwobwo Parish data card.
Other Affected sub-counties were: Obulengorok, Okuliak, Guya Guya, Oliangoi, Oramun, Aelenyang and Palam."
1111.0,207.0,,,KATAKWI,,,FLOOD,,2010,9,16,0,0,0,75000,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Water Logging,-1,,0,0,0.0,0,0,0,0.0,0.0,"Situation has worsened due to water flowing from neighbouring districts of Napak, Amuria and beyond, filling up the water ways, destroying infrastructure, crops and grazing land.

ROAD SECTOR:
Affected roads included: Odoot-Olupe road, Orungo corner-Adakar
BRIDGES:
Ajeleki Bridge has become dangerous for vehicles to use.
The distance between Angisa and Magoro over Omunyo swamp (10km) is flooded, subsequently people have introduced canoes/boats over some sections.

EFFECTS ON COMMUNITY:
The situation has affected the community in that 8 couples have seperated.

EDUCATION:
The education sector has been affected by impassable roads.Teaching hours have greatly reduced, reduced attendance because of absentism and late coming.
17 Primary schools have water logged latrines whereas 4 schools are almost inaccessible.
Night commuters use school facilities thus straining them and posing a health threat to the school community and this arises from poor waste management and disposal.

WATER SECTOR:
Only one water source has remained uncontaminated due to water logging as revealed by the Water Department. Disinfection of all water sources has been carried out.

HEALTH SECTOR:
There has been increased incidences of malaria, cholera diarrhoea and guinea worms.
Angisa is cut off from the main land with no health facility."
1112.0,207.0,207289.0,,KATAKWI,KATAKWI,,FLOOD,,2010,9,16,0,0,0,0,30,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,2,1583.0,0,0,0,0.0,0.0,Lalei and Katakwi Schools were affected.
1113.0,207.0,,,KATAKWI,,,FLOOD,PALAM SUB-COUNTY,2010,9,16,0,0,0,0,140,0,79 latrines were destroyed.,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,-1,0,0,Water Logging,-1,,0,0,46.54,0,0,0,0.0,0.0,"Ngariam-Palam-Isingi Road has been affected.
The affected schools included: Amorwongora, Ngariam, Okwamomwar, Alengo, Odoot and Obuleagat"
1114.0,207.0,207290.0,,KATAKWI,KATAKWI TC,,FLOOD,,2010,9,16,0,0,0,0,7,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Water Logging,-1,,0,0,46.0,0,0,0,0.0,0.0,The Katakwi-Moroto Road was affected.
1115.0,207.0,207295.0,,KATAKWI,ONGONGOJA,,FLOOD,,2010,9,16,0,0,0,0,30,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Water Logging,-1,,0,0,713.0,0,0,0,0.0,0.0,"Affected roads included:Osuk-Ongongoja, Ongongoja-Obwobwo
Okocho school was affected.
Night commuting to Obulengorok Primary School was reported."
1116.0,207.0,207292.0,,KATAKWI,NGARIAM,,FLOOD,,2010,9,16,0,0,0,0,160,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,46.0,0,0,0,0.0,0.0,"Affected roads: Magoro-Ngariam, Ngariam-Omodoi, Ngarriam-Palam, Isingi, Odoot Corner-Ngariam
Affected schools wee: Ocwiin, Opeum, Aodot, Olupe."
1117.0,207.0,207296.0,,KATAKWI,OMODOI,,FLOOD,,2010,9,16,0,0,0,0,0,0,,Letter Ref: CR/106/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,214.0,0,0,0,0.0,0.0,"Affected roads are: Ngariam-Omodoi, Omodoi-Magoro"
1118.0,207.0,207293.0,,KATAKWI,TOROMA,,FLOOD,,2010,9,16,0,0,0,0,77,0,73 latrines.,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,619.0,0,0,0,0.0,0.0,Affected roads: Toroma-Gweri-Soroti
1119.0,207.0,207288.0,,KATAKWI,KAPUJAN,,FLOOD,,2010,9,16,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,279.0,0,0,0,0.0,0.0,
1120.0,207.0,207294.0,,KATAKWI,USUK,,FLOOD,,2010,9,16,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,252.0,0,0,0,0.0,0.0,"Affected roads: Usuk-Ongonoja, Usuk-Amuria
Affected schools were: Taibong, Usuk Girls, Usuk Boys."
1121.0,207.0,207291.0,,KATAKWI,MAGORO,,FLOOD,,2010,9,16,0,0,0,0,54,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Water Logging,-1,,0,0,258.0,0,0,0,0.0,0.0,"Affected roads: Magoro-Angisa, Magoro-Ngariam, Omodoi-Magoro
Omaria School was affected"
1122.0,207.0,207295.0,2072952897.0,KATAKWI,ONGONGOJA,OBWOBWO,FLOOD,,2010,4,20,0,0,0,7000,0,0,,Letter Ref: MP46/04 from MP Usuk County,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,12,0.0,0,0,0,0.0,0.0,"12 Secondary schools were affected with a population of 3500.
7000 people were affected in the Sub-counties of Usuk, Ongongoja, Katakwi and Ngariam. This data is captured in the Ongongoja Sub-County, Obwobwo Parish data card.
Other Affected sub-counties were: Obulengorok, Okuliak, Guya Guya, Oliangoi, Oramun, Aelenyang and Palam."
1125.0,207.0,207292.0,,KATAKWI,NGARIAM,,FLOOD,,2010,4,20,0,0,0,0,0,0,,Letter Ref: MP46/04 from MP Usuk County,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"12 Secondary schools were affected with a population of 3500.
7000 people were affected in the Sub-counties of Usuk, Ongongoja, Katakwi and Ngariam. This data is captured in the Ongongoja Sub-County, Obwobwo Parish data card.
Other Affected sub-counties were: Obulengorok, Okuliak, Guya Guya, Oliangoi, Oramun, Aelenyang and Palam"
1126.0,207.0,207291.0,2072916241.0,KATAKWI,MAGORO,OMASIA,HAILSTORM,,2009,6,25,0,0,0,0,0,0,70 poultry,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,
1127.0,207.0,207292.0,,KATAKWI,NGARIAM,,DROUGHT,,2009,7,15,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,"The most affected are returnees from camps, vulnerable persons and areas hard hit by the 2007 floods and subsequent water logging in 2008.
Food security at household level is fragile with almost 60% of them having one meal a day..
Crop failure as a result of bad weather during the month of June 2009."
1128.0,207.0,207291.0,,KATAKWI,MAGORO,,DROUGHT,,2009,7,15,0,0,0,0,0,0,,Letter Ref: CR/106/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,"The most affected are returnees from camps, vulnerable persons and areas hard hit by the 2007 floods and subsequent water logging in 2008.
Food security at household level is fragile with almost 60% of them having one meal a day..
Crop failure as a result of bad weather during the month of June 2009."
1129.0,207.0,207296.0,,KATAKWI,OMODOI,,DROUGHT,,2009,7,15,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,"The most affected are returnees from camps, vulnerable persons and areas hard hit by the 2007 floods and subsequent water logging in 2008.
Food security at household level is fragile with almost 60% of them having one meal a day..
Crop failure as a result of bad weather during the month of June 2009."
1130.0,207.0,207295.0,,KATAKWI,ONGONGOJA,,DROUGHT,,2009,7,15,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Katakwi,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Flood,0,,0,0,0.0,0,0,0,0.0,0.0,"The most affected are returnees from camps, vulnerable persons and areas hard hit by the 2007 floods and subsequent water logging in 2008.
Food security at household level is fragile with almost 60% of them having one meal a day..
Crop failure as a result of bad weather during the month of June 2009."
1131.0,216.0,,,AMURIA,,,FLOOD,,2007,9,0,0,0,0,0,0,0,,Letter from Minister of State for Disaster Preparedness,0,0,2011-10-03,-1,-1,-1,0,0,-1,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"There was extensive damage to crops like groundnuts, cassava and potatoes. They were reported to be rotting and therefore had to be harvested prematurely.
Latrines are filled due to water oozing from the soil causing some to cave in.
The estimated cost of damages recorded is for affected schools."
1132.0,216.0,216418.0,,AMURIA,ACOWA,,FLOOD,,2010,9,30,0,0,0,0,0,0,,"Letter Ref: OPM/DM/90 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,-1,0,0,0,0,0,Water Logging,0,,0,0,0.0,0,0,0,0.0,0.0,
1133.0,216.0,,,AMURIA,,,FLOOD,,2010,7,29,0,0,0,0,0,0,,"Letter Ref: OPM/DM/90 from Minister of State for Relief, Disaster Preparedness and Refugees",0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,The impact of the floods on cassava nad potatoes was serious.
1134.0,216.0,216418.0,2164183013.0,AMURIA,ACOWA,ACOWA,STORM,St. Peter's SS Acowa,2009,11,16,0,0,0,224,0,0,,Letter dated 18/11/2009 from Head Teacher St. Peter's SS Acowa,0,0,2011-10-03,0,-1,0,0,0,0,0,0,Heavy Rain,0,,0,1,0.0,0,0,0,0.0,0.0,"Damages included:
-A five-classroom block, the only one in the school.
-An assortment of scholastic materials, i.e. textbooks, prep books, school files, stencils, science and geography charts, reams of paper.
-A computer set
-1 Printer
-1 Bag of Sugar
-1 Generator
-5 Notice Boards"
1135.0,216.0,,,AMURIA,,,DROUGHT,,2009,6,0,0,0,0,600000,0,0,,"Ministerial Statement on Relief, Food Delivery Plan for Famine victims dated 1/7/09",0,0,2011-10-03,0,0,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,This has resulted in famine due to crop failure.
1136.0,207.0,,,KATAKWI,,,DROUGHT,,2009,6,0,0,0,0,0,0,0,,"Ministerial Statement on Relief, Food Delivery Plan for Famine victims dated 1/7/09",0,0,2011-10-03,0,0,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,"This has resulted in famine, due to crop failure.
The number of those affected (600,000) has been captured in the Amuria District data card 1135"
1137.0,216.0,,,AMURIA,,,DROUGHT,,2009,3,31,2,0,0,0,0,0,,"Letter Ref: COU/204/2 from District Chairperson, Amuria",0,0,2011-10-03,0,0,-1,0,0,0,0,0,,0,,0,0,0.0,0,0,0,0.0,0.0,
1138.0,216.0,,,AMURIA,,,EPIDEMIC,,2008,0,0,3,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Amuria,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Other cause,0,,0,0,0.0,0,0,0,0.0,0.0,"An outbreak of Cassava Brown Streak Disease (CBSD), a cassava plant disease has led to food security issues since cassava is a staple food in the area that all depend on."
1139.0,216.0,216419.0,,AMURIA,KAPELEBYONG,,DROUGHT,,2008,0,0,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Amuria,0,0,2011-10-03,0,0,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,Food production was severely affected.
1140.0,216.0,,,AMURIA,,,FLOOD,,2007,0,0,0,0,0,0,0,0,,Letter Ref: CR/1061/1 from CAO-Amuria,0,0,2011-10-03,0,0,-1,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"The floods destroyed alot of crops since gardens and fields got flooded, hence a poor harvest.
Second season planting was also affected since the gardens were flooded."
1141.0,306.0,,,KOTIDO,,,FLOOD,,2006,12,7,0,0,0,0,0,0,,Statement to parliament by the Minister of Sate on El-Nino,0,0,2011-10-03,-1,-1,-1,-1,0,0,0,0,El Niño,0,,0,0,0.0,0,0,0,0.0,0.0,"The report from the Minister of State for Disaster reflects that in the last 3 months, the El-nini phenomenon led to floods in Kotido District"
1142.0,306.0,,,KOTIDO,,,FLOOD,,2011,9,7,0,0,0,0,0,0,,New Vision Article posted online on 7/09/2011,0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"Surging water has broken culverts, spoilt carriage ways on roads and made some areas totally impassable.
The 105km Kotido-Moroto road is impassable due to the flooding at Lopei swamp.
The 24km Kotido Kaabong road has a abroken culvert.
The 105km Kotido-Lira road has a damaged carriage way."
1143.0,325.0,,,MOROTO,,,FLOOD,,2011,9,7,0,0,0,0,0,0,,New Vision Article posted online on 7/09/2011,0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"Surging water has broken culverts, spoilt carriage ways on roads and made some areas totally impassable.
The 105km Kotido-Moroto road is impassable due to the flooding at Lopei swamp.
The 24km Kotido Kaabong road has a abroken culvert.
The 105km Kotido-Lira road has a damaged carriage way."
1144.0,209.0,,,MBALE,,,FLOOD,,2011,9,7,0,0,0,0,0,0,,New Vision Article posted online on 7/09/11,0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"Surging water has broken culverts, spoilt carriage ways on roads and made some areas totally impassable.
The 105km Kotido-Moroto road is impassable due to the flooding at Lopei swamp.
The 24km Kotido Kaabong road has a abroken culvert.
The 105km Kotido-Lira road has a damaged carriage way."
1145.0,212.0,,,TORORO,,,FLOOD,,2011,9,7,0,0,0,0,0,0,,New Vision Article posted online on 7/09/11,0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"Surging water has broken culverts, spoilt carriage ways on roads and made some areas totally impassable.
The 105km Kotido-Moroto road is impassable due to the flooding at Lopei swamp.
The 24km Kotido Kaabong road has a abroken culvert.
The 105km Kotido-Lira road has a damaged carriage way."
1146.0,231.0,,,SOROTI,,,FLOOD,,2011,9,7,0,0,0,0,0,0,,New Vision Article posted online on 7/09/11,0,0,2011-10-03,0,0,0,0,0,0,0,0,Heavy Rain,-1,,0,0,0.0,0,0,0,0.0,0.0,"Surging water has broken culverts, spoilt carriage ways on roads and made some areas totally impassable.
The 105km Kotido-Moroto road is impassable due to the flooding at Lopei swamp.
The 24km Kotido Kaabong road has a abroken culvert.
The 105km Kotido-Lira road has a damaged carriage way."
1147.0,306.0,,,KOTIDO,,,DROUGHT,,2011,4,11,0,0,0,0,0,0,,Letter Ref: OPM/DM/92 from PS,0,0,2011-10-03,0,0,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The report only qouted the food relief delivered to those in the affected area.
1148.0,306.0,306543.0,,KOTIDO,KACHERI,,FIRE,,2011,1,7,0,0,0,0,0,0,,Letter Ref: AC/DM from OPM,0,0,2011-10-03,0,0,0,0,0,0,0,0,Windstorm,0,,0,0,0.0,0,0,0,0.0,0.0,
1149.0,306.0,306543.0,3065430537.0,KOTIDO,KACHERI,KACHERI,FIRE,,2010,12,27,0,0,0,0,0,0,,Letter from MP-Jie County,0,0,2011-10-03,0,0,0,0,0,0,0,0,Other cause,0,,0,0,0.0,0,0,0,0.0,0.0,"Huts, shelters and household belonging got burnt.
Many peolpe were also displaced."
1150.0,306.0,306545.0,,KOTIDO,KOTIDO TC,,STORM,,2010,5,24,0,0,0,0,80,0,,Letter from MP-Kotido,0,0,2011-10-03,-1,0,0,0,0,0,0,0,Heavy Rain,0,,0,0,0.0,0,0,0,0.0,0.0,"Those displaced lack shelter,food, clothing and medical supplies."
1152.0,306.0,306543.0,3065430537.0,KOTIDO,KACHERI,KACHERI,DROUGHT,,2011,1,14,0,0,0,1243,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1153.0,306.0,306543.0,3065430589.0,KOTIDO,KACHERI,LOKIDING,DROUGHT,,2011,1,14,0,0,0,648,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1154.0,306.0,306543.0,3065435249.0,KOTIDO,KACHERI,LOSAKUCA,DROUGHT,,2011,1,14,0,0,0,819,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1155.0,306.0,306543.0,,KOTIDO,KACHERI,,DROUGHT,NAKORETO PARISH,2011,1,14,0,0,0,445,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1156.0,306.0,306547.0,3065470755.0,KOTIDO,PANYANGARA,LOLETIO,DROUGHT,,2011,1,14,0,0,0,938,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1157.0,306.0,306547.0,3065470796.0,KOTIDO,PANYANGARA,LOPOTHA,DROUGHT,,2011,1,14,0,0,0,1531,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1158.0,306.0,306548.0,3065480701.0,KOTIDO,RENGEN,KOTYANG,DROUGHT,,2011,1,14,0,0,0,229,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1159.0,306.0,306548.0,3065480678.0,KOTIDO,RENGEN,NAKWAKWA,DROUGHT,,2011,1,14,0,0,0,951,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
1160.0,306.0,306548.0,3065480590.0,KOTIDO,RENGEN,LOKADELI,DROUGHT,,2011,1,14,0,0,0,890,0,0,,Letter Ref: OPM/DM/92 from PS dated 11/04/11,0,0,2011-10-03,0,-1,-1,0,0,0,0,0,La Niña,0,,0,0,0.0,0,0,0,0.0,0.0,The letter from the PS directing food to be taken to the drought victims was a follow-up of a letter erlier written by the CAO.
