,date,subregion,district,county,subcounty,sentence,article_title,article_url
98,2014-12-22,,KASESE,,,"Pastoralists in Kasese district are crying foul after the area was hit by a severe drought, which has left pasture and seasonal rivers dry.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
99,2014-12-22,,KASESE,,,"By Wilson Asiimwe    Pastoralists in Kasese district are crying foul after the area was hit by a severe drought, which has left pasture and seasonal rivers dry.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
100,2014-12-22,,KASESE,,"KITSWAMBA, KARUSANDARA, NYAKATONZI","The most affected sub counties are Kitswamba, Karusandara and Nyakatonzi.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
101,2014-12-22,,KASESE,,NYAKATONZI,"In Nyakatonzi, pastoralists have to trek for more than 15km to access water from River Nyamugasani, which is the only source of water for now.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
102,2014-12-22,,KASESE,,KARUSANDARA,"In Kanamba parish, Karusandara, farmers have lost several acres of maize and beans.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
103,2014-12-22,,KASESE,,KARUSANDARA,"We are expecting famine and increase in food prices because this place is the food basket for Kasese and most of the crops have either withered or dried completely, said John Byarugaba, a farmer, in Kabukero, Karusandara.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
104,2014-12-22,,KASESE,,KARUSANDARA,"Ezra Turyahabwe, the LC3 chairman for Karusandara, said he is aware of the problem, but it is beyond the ability of the sub county leadership.    ",Tough times as drought hits Kasese farmers,https://www.newvision.co.ug/new_vision/news/1317949/tough-times-drought-hits-kasese-farmers
105,2013-06-18,,KABAROLE,,,"Drought strikes Kabarole district, famine looming. ","Drought strikes Kabarole district, famine looming",https://www.newvision.co.ug/new_vision/news/1323363/drought-strikes-kabarole-district-famine-looming
106,2013-06-18,,"KYENJOJO, KABAROLE",,,Kyenjojo and Kabarole districts in western Uganda have also borne the blunt of the drought that has affected most parts of the country.  ,"Drought strikes Kabarole district, famine looming",https://www.newvision.co.ug/new_vision/news/1323363/drought-strikes-kabarole-district-famine-looming
107,2013-06-18,,"KYENJOJO, KABAROLE",,,By Geoffrey Mutegeki    Kyenjojo and Kabarole districts in western Uganda have also borne the blunt of the drought that has affected most parts of the country.    ,"Drought strikes Kabarole district, famine looming",https://www.newvision.co.ug/new_vision/news/1323363/drought-strikes-kabarole-district-famine-looming
108,2013-06-18,,KYENJOJO,,,"I am planning to dig them up because I dont expect any harvest, said John Kamara, a farmer in Kyenjojo district.    ","Drought strikes Kabarole district, famine looming",https://www.newvision.co.ug/new_vision/news/1323363/drought-strikes-kabarole-district-famine-looming
109,2013-06-18,,KYENJOJO,,,"Joshua Baguma from Harugongo in Kyenjojo, said.    ","Drought strikes Kabarole district, famine looming",https://www.newvision.co.ug/new_vision/news/1323363/drought-strikes-kabarole-district-famine-looming
110,2012-02-17,,NTOROKO,NTOROKO,,"Ntoroko district loses over 10,000 cattle. ","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
111,2012-02-17,,NTOROKO,NTOROKO,,"OVER 10,000 heads of cattle have died in the western district of Ntoroko in a period of two months due to prolonged drought in the area  ","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
112,2012-02-17,,NTOROKO,NTOROKO,,"OVER 10,000 heads of cattle have died in the western district of Ntoroko in a period of two months due to prolonged drought in the area  ","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
113,2012-02-17,,NTOROKO,NTOROKO,,"OVER 10,000 heads of cattle have died in the western district of Ntoroko in a period of two months due to prolonged drought in the area.  ","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
114,2012-02-17,,NTOROKO,,"RWEBISENGO, KARUGUTU, NOMBE, BUTUNGAMA","The most affected areas are Rwebisengo, Nombe, Butungama, Kanara and Karugutu sub counties.  ","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
115,2012-02-17,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"La Nina is characterized by unusually cold ocean temperatures in the equatorial Pacific and this occurs, several parts of Uganda especially Karamoja experience dry conditions.","Drought: Ntoroko district loses over 10,000 cattle",https://www.newvision.co.ug/new_vision/news/1299686/drought-ntoroko-district-loses-cattle
116,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,West Nile virus epidemics made worse by drought. ,West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
117,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"The study also issued a warning: over the next 30 years, the number of West Nile cases in some parts of the country could triple as climate change provokes more frequent and severe dry spells, it found.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
118,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"The study also issued a warning: over the next 30 years, the number of West Nile cases in some parts of the country could triple as climate change provokes more frequent and severe dry spells, it found.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
119,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"Drought has sharply boosted the intensity of deadly West Nile virus epidemics, which are set to worsen with global warming, scientists reported Wednesday.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
120,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"Birds are the main host for the West Nile virus, which is transmitted to humans by mosquitoes.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
121,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"The study also issued a warning: over the next 30 years, the number of West Nile cases in some parts of the country could triple as climate change provokes more frequent and severe dry spells, it found.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
122,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,West Nile virus    from the same family as yellow fever and Zika    was introduced into the United States in 1999.  ,West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
123,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,"Preliminary data suggests the number of mosquitos during drought years does not increase, but that the percentage infected with West Nile virus does.  ",West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
124,2017-08-02,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,A recent study showed that West Nile can turn deadly years after people have recovered from an initial infection.  ,West Nile virus epidemics made worse by drought,https://www.newvision.co.ug/new_vision/news/1445842/west-nile-virus-epidemics-worse-drought
125,2013-07-25,,"SIRONKO, MANAFWA, BULAMBULI, MBALE",BULAMBULI,,"In eastern Uganda, the drought has mainly hit the coffee producing districts of Mbale, Manafwa, parts of Sironko and the lower parts of Bulambuli district.    ",Drought Behind Food Price Hike,https://www.newvision.co.ug/new_vision/news/1327159/drought-food-price-hike
126,2003-10-23,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,Drought Hikes West Nile Food Prices. ,Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
127,2003-10-23,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,Drought hikes West Nile food prices  ,Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
128,2003-10-23,WEST NILE,"ARUA, MARACHA, NEBBI, ADJUMANI, ZOMBO, YUMBE, PAKWACH, KOBOKO, MOYO",,,By Dradenya AmaziaA DRY spell has hit West Nile and led to an increase in food prices.,Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
129,2003-10-23,,"ADJUMANI, MOYO",,MOYO,The spell in Moyo and Adjumani begun at the end of September.,Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
130,2003-10-23,,"ADJUMANI, MOYO",,"MOYO, ITULA, ADROPI, GIMARA, ALIBA","The most affected areas are Lefori, Dufile, Itula, Gimara and Aliba sub counties in Moyo and Adropi sub county in Adjumani district.",Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
131,2003-10-23,,MOYO,,MOYO,Moyo district Agriculture officer Alabi Ajavu said the spell had led to famine.,Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
132,2003-10-23,,ARUA,,,"In Arua, the floods killed four Sudanese refugees.",Drought Hikes West Nile Food Prices,https://www.newvision.co.ug/new_vision/news/1257667/drought-hikes-west-nile-food-prices
133,2016-10-13,,OMORO,,,Drought delays seedling distribution in Omoro. ,Drought delays seedling distribution in Omoro,https://www.newvision.co.ug/new_vision/news/1437698/drought-delays-seedling-distribution-omoro
134,2016-10-13,,OMORO,,,"Leaders in Omoro district have blocked the supply of 80,000 citrus seedlings under Operation Wealth Creation arguing they will be affected by the dry season.  ",Drought delays seedling distribution in Omoro,https://www.newvision.co.ug/new_vision/news/1437698/drought-delays-seedling-distribution-omoro
135,2016-03-10,,KASESE,,,Famine looms in Kasese as prolonged drought hits hard. ,Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
136,2016-03-10,,KASESE,,,Famine is looming in Kasese district after suffering losses as a result of the prolonged drought which has hit the area.,Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
137,2016-03-10,,KASESE,,"KITSWAMBA, LAKE KATWE, KARUSANDARA","Farmers mainly in the areas of Karusandara, Lake Katwe and Kitswamba Sub Counties have lost several acres of vegetables which they had planted anticipating heavy rainfall but it has not rained in the district since June.  ",Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
138,2016-03-10,,KASESE,,KARUSANDARA,In Karusandara sub County the LC III chairman Ezra Turyahabwe says that due to the prolonged dry spell even the small streams which people have been relaying on for small scale irrigation have dried up.,Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
139,2016-03-10,,KASESE,,KARUSANDARA,a resident of Kyalanga in Karusandara Sub County says that at his home they have resorted to one meal a day because of food scarcity.,Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
140,2016-03-10,,KASESE,,,"The cost of a bunch of matooke at Mawa market in Kasese town has in the past three month tripled from 10,000 to 30,000 while the cost of a kilogram of maize flour has also increased from 1600 to 3000 shillings.  ",Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
141,2016-03-10,,KASESE,,KITSWAMBA,"Locals constructing an irrigation scheme  Jackson Mbusa a farmer in Rugendabara parish, Kitswamba sub county says that he has lost over 10 million shillings which he had invested in planting maize  ",Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
142,2016-03-10,,KASESE,,,"During a tour by the district officials to the affected areas recently, the Resident District Commissioner for Kasese Maj.",Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
143,2016-03-10,,KASESE,,KARUSANDARA,the Children Uganda is constructing a mini irrigation scheme in the Sub County of Karusandara so that people can use the available water to irrigate their crops and improve production.  ,Famine looms in Kasese as prolonged drought hits hard,https://www.newvision.co.ug/new_vision/news/1436713/famine-looms-kasese-prolonged-drought-hits-hard
144,2011-08-03,,NAKASEKE,NAKASEKE,NAKASEKE,"Mugasa whistles as his cows wallow in the mud on the banks of River Kafu, in Nakaseke.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
145,2011-08-03,,"KYANKWANZI, KIBOGA",KIBOGA,KYANKWANZI,"Mugasa normally keeps his cows in Kyankwanzi, near Kiboga, but because of the prolonged dry season, there is no more water in Kyankwanzi,",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
146,2011-08-03,,"KIRUHURA, ISINGIRO, MBARARA",ISINGIRO,,"Kiruhura, Mbarara and Isingiro districts in western Uganda are suffering the wrath of the current dry season.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
147,2011-08-03,,"MPIGI, GOMBA, SSEMBABULE, NAKASEKE, NAKASONGOLA","NAKASEKE, GOMBA",NAKASEKE,"In the central region, Mpigi, Gomba, Nakaseke, Nakasongola and Ssembabule are facing similar situations.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
148,2011-08-03,"TESO, KARAMOJA, WEST NILE","ARUA, MARACHA, PAKWACH, NAKAPIRIPIRIT, KATAKWI, MOROTO, KABONG, BUKEDEA, SOROTI, KOBOKO, AMUDAT, MOYO, SERERE, ADJUMANI, KAPELEBYONG, NGORA, AMURIA, KOTIDO, KABERAMAIDO, ABIM, NABILATUK, NEBBI, KUMI, ZOMBO, YUMBE",,,"It is the same story in Teso, Karamoja and West Nile.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
149,2011-08-03,"LANGO, ACHOLI","LIRA, OMORO, OTUKE, APAC, KWANIA, OYAM, PADER, KITGUM, LAMWO, GULU, AMOLATAR, KOLE, AGAGO, DOKOLO, NWOYA, AMURU, ALEBTONG",,,"In many parts of Lango, Acholi and the east, farmers had stored some food.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
150,2011-08-03,TESO,"KABERAMAIDO, SERERE, APAC, KIBOGA, KAPELEBYONG, KUMI, BUKEDEA, GOMBA, NAKASEKE, NGORA, SOROTI, MUBENDE, AMURIA, KYANKWANZI, KATAKWI, MASINDI","KIBOGA, NAKASEKE, GOMBA","NAKASEKE, APAC","Fresh food shortages have already been predicted in parts of Gomba, Mpigi and Teso, while cattle keepers in Rakai, Ssembabule, Mpigi, Mubende, Kiboga, Nakaseke, Nakasongola, Masindi through Apac and areas of Teso have started selling off their animals since they cannot get both enough water and pasture.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
151,2011-08-03,,NAKASEKE,NAKASEKE,NAKASEKE,"In cattle corridors like Ngoma in Nakaseke district, at least 25% of animals are lost during every dry spell.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
152,2011-08-03,,"NAKASEKE, LUWERO, NAKASONGOLA",NAKASEKE,"LUWERO, NAKASEKE","In Nakasongola, Nakaseke and Luwero for example, they move towards Lake Kyoga, River Lugogo or River Kafu.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
153,2011-08-03,,SSEMBABULE,,,"In Ssembabule, they move towards Ntuusi, which is gifted with various water reservoirs and on the shores of River Katonga.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
154,2011-08-03,TESO,"KABERAMAIDO, SERERE, KAPELEBYONG, KUMI, BUKEDEA, NGORA, SOROTI, AMURIA, KATAKWI",,,"In Teso, it is again Kyoga and the River Awoja confluence that saves the day.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
155,2011-08-03,KARAMOJA,"ABIM, NABILATUK, KABONG, RAKAI, SSEMBABULE, NAKASONGOLA, NAKAPIRIPIRIT, MOROTO, AMUDAT, KOTIDO",,,"These dams were supposed to be constructed in vulnerable areas like Karamoja, Ssembabule, Rakai, Nakasongola and other areas.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
156,2011-08-03,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"There is no reason for farmers to suffer every time there is a dry spell, 10% of the country is covered by water bodies and wetlands of which the entire country, excluding Karamoja share equally.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
157,2011-08-03,,NAKASONGOLA,,,"This means that a district like Nakasongola, which has over 200,000 cattle needs at least 50 dams.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
158,2011-08-03,,MASAKA,,,"For example in Masaka, both Erias Luzinda and Ssebatta Musisi have integrated irrigation schemes for their farms.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
159,2011-08-03,,SSEMBABULE,,,Another large estates farmer who is using the advantage of having a water body near him is Ssembeguya of Ssembeguya Estates in Ssembabule district.,Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
160,2011-08-03,,DOKOLO,DOKOLO,DOKOLO,"Julius Okello, a farmer in Dokolo who also runs a medium size irrigation scheme for his rice and maize farm, explains the gains:You are able to produce all year round, he says.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015197/drought-takes-toll-farmers
161,2011-08-03,,NAKASEKE,NAKASEKE,NAKASEKE,"Mugasa whistles as his cows wallow in the mud on the banks of River Kafu, in Nakaseke.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
162,2011-08-03,,"KYANKWANZI, KIBOGA",KIBOGA,KYANKWANZI,"Mugasa normally keeps his cows in Kyankwanzi, near Kiboga, but because of the prolonged dry season, there is no more water in Kyankwanzi,",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
163,2011-08-03,,"KIRUHURA, ISINGIRO, MBARARA",ISINGIRO,,"Kiruhura, Mbarara and Isingiro districts in western Uganda are suffering the wrath of the current dry season.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
164,2011-08-03,,"MPIGI, GOMBA, SSEMBABULE, NAKASEKE, NAKASONGOLA","NAKASEKE, GOMBA",NAKASEKE,"In the central region, Mpigi, Gomba, Nakaseke, Nakasongola and Ssembabule are facing similar situations.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
165,2011-08-03,"TESO, KARAMOJA, WEST NILE","ARUA, MARACHA, PAKWACH, NAKAPIRIPIRIT, KATAKWI, MOROTO, KABONG, BUKEDEA, SOROTI, KOBOKO, AMUDAT, MOYO, SERERE, ADJUMANI, KAPELEBYONG, NGORA, AMURIA, KOTIDO, KABERAMAIDO, ABIM, NABILATUK, NEBBI, KUMI, ZOMBO, YUMBE",,,"It is the same story in Teso, Karamoja and West Nile.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
166,2011-08-03,"LANGO, ACHOLI","LIRA, OMORO, OTUKE, APAC, KWANIA, OYAM, PADER, KITGUM, LAMWO, GULU, AMOLATAR, KOLE, AGAGO, DOKOLO, NWOYA, AMURU, ALEBTONG",,,"In many parts of Lango, Acholi and the east, farmers had stored some food.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
167,2011-08-03,TESO,"KABERAMAIDO, SERERE, APAC, KIBOGA, KAPELEBYONG, KUMI, BUKEDEA, GOMBA, NAKASEKE, NGORA, SOROTI, MUBENDE, AMURIA, KYANKWANZI, KATAKWI, MASINDI","KIBOGA, NAKASEKE, GOMBA","NAKASEKE, APAC","Fresh food shortages have already been predicted in parts of Gomba, Mpigi and Teso, while cattle keepers in Rakai, Ssembabule, Mpigi, Mubende, Kiboga, Nakaseke, Nakasongola, Masindi through Apac and areas of Teso have started selling off their animals since they cannot get both enough water and pasture.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
168,2011-08-03,,"NAKASEKE, LUWERO, NAKASONGOLA",NAKASEKE,"LUWERO, NAKASEKE","In Nakasongola, Nakaseke and Luwero for example, they move towards Lake Kyoga, River Lugogo or River Kafu.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
169,2011-08-03,,SSEMBABULE,,,"In Ssembabule, they move towards Ntuusi, which is gifted with various water reservoirs and on the shores of River Katonga.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
170,2011-08-03,TESO,"KABERAMAIDO, SERERE, KAPELEBYONG, KUMI, BUKEDEA, NGORA, SOROTI, AMURIA, KATAKWI",,,"In Teso, it is again Kyoga and the River Awoja confluence that saves the day.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
171,2011-08-03,KARAMOJA,"ABIM, NABILATUK, KABONG, RAKAI, SSEMBABULE, NAKASONGOLA, NAKAPIRIPIRIT, MOROTO, AMUDAT, KOTIDO",,,"These dams were supposed to be constructed in vulnerable areas like Karamoja, Ssembabule, Rakai, Nakasongola and other areas.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
172,2011-08-03,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"There is no reason for farmers to suffer every time there is a dry spell, 10% of the country is covered by water bodies and wetlands of which the entire country, excluding Karamoja share equally.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
173,2011-08-03,,NAKASONGOLA,,,"This means that a district like Nakasongola, which has over 200,000 cattle needs at least 50 dams.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
174,2011-08-03,,MASAKA,,,"For example in Masaka, both Erias Luzinda and Ssebatta Musisi have integrated irrigation schemes for their farms.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
175,2011-08-03,,SSEMBABULE,,,Another large estates farmer who is using the advantage of having a water body near him is Ssembeguya of Ssembeguya Estates in Ssembabule district.,Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
176,2011-08-03,,DOKOLO,DOKOLO,DOKOLO,"Julius Okello, a farmer in Dokolo who also runs a medium size irrigation scheme for his rice and maize farm, explains the gains:You are able to produce all year round, he says.",Drought Takes Toll On Farmers,https://www.newvision.co.ug/new_vision/news/1015177/drought-takes-toll-farmers
177,2019-02-19,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,Pastoralists share water with animals as drought takes toll on Karamoja  PML Daily. ,Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
178,2019-02-19,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,KARAMOJA  ,Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
179,2019-02-19,KARAMOJA,"ABIM, KOTIDO, NABILATUK, KABONG, NAKAPIRIPIRIT, AMUDAT, MOROTO",,,"The intense drought in Karamoja sub region has dried up all water sources, forcing humans to share water with animals.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
180,2019-02-19,,KABONG,,LOYORO,"In Loyoro Sub County, Kaabong district, school children struggle for water with livestock at the only functioning borehole.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
181,2019-02-19,,"ALEBTONG, NAPAK, MOROTO, AMUDAT",MOROTO,AMUDAT,"The situation is the same in Moroto, Napak and Amudat districts.",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
182,2019-02-19,,AMUDAT,,AMUDAT,"Sarah Angolere, a resident of Kosike village in Amudat district, said they are at Gods mercy, adding that the water that they share with animals is dirty but they have no option.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
183,2019-02-19,,NAKAPIRIPIRIT,,MORUITA,"Paul Cheptoek, another pastoralist from Moruita Sub County in Nakapiripirit district, said the livestock have already become emaciated due to lack of enough water and pasture.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
184,2019-02-19,,AMUDAT,,AMUDAT,"Mr Francis Kiyonga, the LC5 chairperson of Amudat district, said the current drought is most likely to kill livestock like it happened in2017 in Amudat.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
185,2019-02-19,,AMUDAT,,AMUDAT,"He said in 2017, 3,000 heads of cattle, goats and donkeys died due to lack of water and pasture in Amudat district alone.  ",Pastoralists share water with animals as drought takes toll on Karamoja – PML Daily,http://www.pmldaily.com/news/2019/02/pastoralists-share-water-with-animals-as-drought-takes-toll-on-karamoja.html
